"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"LOC107375582"	1.28106471450573	0.909309635151454	1.18121061931453	0.769811598611545	0.441411658518623	NA
"LOC107388276"	1.84096067711674	-2.20064595704251	1.09337685220755	-2.01270582288198	0.0441455864507996	NA
"LOC107382448"	1.11151699933865	-0.10535901690078	1.29506433282012	-0.0813542727034656	0.935160213609428	NA
"LOC107377727"	40.269261781289	-1.36472109387259	0.818834381089775	-1.66666315605398	0.095581402999084	0.7352867216161
"pex1"	301.760933171733	0.251655509389088	0.279682663492693	0.89978944796363	0.36823231089231	0.943814436848478
"LOC107393665"	19.5067618410344	1.2461135597273	0.569874934513621	2.18664391826751	0.0287685286057113	0.524723003023168
"LOC107377394"	3.08314326606447	1.42501683329108	1.09875114433717	1.29694229729402	0.194651041595195	NA
"zbtb41"	106.197090755147	-0.00193751464567688	0.357687825171916	-0.00541677549339469	0.995678059599833	0.999497928999688
"LOC107377691"	310.380720779879	-0.172870323433989	0.280422803197886	-0.61646314587334	0.53758888832392	0.963058198861674
"tuba4a"	1455.70878048065	-0.113233801292436	0.428694368608948	-0.264136432815443	0.791674791142383	0.988277094274478
"nup107"	698.922755648052	0.073800541626396	0.29261105765159	0.252213782413752	0.800875825539607	0.990859141656577
"pcif1"	180.141600865002	-0.0417739707688355	0.42846184193539	-0.0974975287884207	0.922331296623604	0.999054741442634
"LOC107380988"	12905.5834663712	-0.276744533027981	0.257202645452428	-1.07597856367759	0.281936843506038	0.910406762172221
"LOC107373113"	43.3935544545447	-0.645914561765341	0.464252301275886	-1.39130072159082	0.164134255112714	0.832195516549972
"LOC107395481"	10.2794293078893	0.259413005010911	0.608119022916372	0.426582618262519	0.669683360153433	0.981697321159959
"cnksr1"	649.602120785269	0.0886133418924142	0.297391028578085	0.297969116002258	0.765726735384335	0.984567326958578
"LOC107376497"	335.239254805212	0.226642195104704	0.279324101247839	0.811395057183445	0.417138836755423	0.952443862090842
"LOC107391344"	204.104029038078	0.101950790241384	0.383936761800953	0.265540579555753	0.790593053507044	0.988221495194697
