Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ints6,39.31606046,-0.130796732,0.455087564,-0.287410034,0.773798379,0.943760254
LOC107377331,1.77940653,-0.705848312,1.284359317,-0.549572306,0.582612758,NA
LOC107373105,259.1913541,0.014401974,0.318794512,0.045176354,0.963966742,0.995174419
LOC107377342,91.12505228,-0.839015015,0.411269623,-2.04006075,0.041344275,0.345960809
mtif3,187.514151,0.23314664,0.32883962,0.708998023,0.478325704,0.827004362
LOC107373791,9049.274724,0.048077932,0.402107061,0.119565003,0.904827745,0.979919128
lrrc3c,5.655543791,-0.782727241,0.760948042,-1.028621138,0.303657741,0.711508353
LOC107376799,69.98209469,0.641327939,0.580615845,1.104564997,0.269348125,0.681397243
dnajc12,5.056339637,1.125901944,0.868367897,1.29657251,0.194778316,NA
LOC107387367,3.649837858,-1.093488291,0.995675366,-1.098237768,0.272100678,NA
LOC107376737,11.69046249,0.927930048,0.643686225,1.441587551,0.149418762,0.566556376
dnlz,93.59879122,-0.066333564,0.367318905,-0.180588484,0.856690595,0.966881938
LOC107375713,4713.912039,0.146828504,0.212584697,0.690682379,0.489765166,0.832545028
LOC107386900,6.921535103,-1.130571589,1.036269705,-1.091001294,0.275272313,0.685651576
LOC107393050,3.693338965,-1.46819592,0.953016649,-1.54057741,0.123419669,NA
LOC107396773,1.17295236,-0.146506839,1.300330052,-0.112668963,0.910293008,NA
hpgd,615.2115732,-0.222261921,0.235557811,-0.943555723,0.345396727,0.743771191
ltbp1,14.82603424,-0.174167383,0.771694261,-0.225694801,0.821438802,0.958510603
nudt7,96.01104139,-0.282253587,0.448176281,-0.629782517,0.528836886,0.853149374
ptpra,412.8065163,0.420310198,0.225672115,1.862481762,0.062535214,0.408103709
kif23,81.16878869,-0.486318602,0.635324676,-0.765464684,0.443994889,0.804923228
gipc2,283.4620438,-0.416687713,0.23911231,-1.742644336,0.081395761,0.450039279
fam234a,1061.714366,0.004778229,0.234499232,0.020376308,0.983743183,0.997980021
LOC107375226,9.154246827,0.340139162,0.514908158,0.660582197,0.508880289,0.843000568
tmem86b,2272.536773,-0.31396807,0.33502758,-0.937140965,0.348686052,0.747036842
LOC107375174,822.4948993,0.687837612,0.635314373,1.082672832,0.278953667,0.689347515
LOC107376822,10.12608659,-0.670095515,0.773104727,-0.866759044,0.386074047,0.770646772
LOC107385321,17.88968148,-1.366147606,0.791104937,-1.72688545,0.084188238,0.456348407
LOC107394330,1.342760305,0.479865243,1.234626743,0.388672322,0.69751856,NA
ano8,2.783033225,-0.323765255,1.048618599,-0.308754065,0.757508614,NA
col8a1,2.072525418,-0.148248064,1.40171879,-0.10576163,0.915771481,NA
LOC107380987,4278.222107,-0.210735701,0.371679784,-0.566981875,0.570726496,0.872065514
LOC107397115,333.8956038,0.596324237,0.385069711,1.548613716,0.121474607,0.53081721
LOC107386335,26.45625795,0.010181581,0.481176417,0.021159768,0.983118208,0.997980021
LOC107379086,4.996409243,-0.381192813,0.927959931,-0.410785854,0.681229566,NA
angptl6,1020.725025,-0.649869046,0.263524529,-2.466066632,0.013660592,0.218625216
LOC107383489,101.5343499,-1.823698746,0.820673362,-2.222198052,0.026269924,0.289289323
LOC107394026,54.89656596,-0.105724483,0.367158427,-0.287953308,0.77338248,0.943618579
LOC107391269,112.1609143,-0.925510895,0.418513797,-2.211422662,0.027006582,0.291650874
LOC107375542,11.71297221,-1.696770631,0.712708021,-2.380737385,0.017278025,0.243612732
kcnj5,1.588131585,1.410246425,1.181611206,1.193494458,0.232675781,NA
LOC107389892,5.469619525,2.394424584,1.10596899,2.165001556,0.030387566,NA
tmco6,134.6995388,0.371610785,0.25128403,1.478847601,0.139181051,0.554701519
tbc1d2,96.84857964,-0.051872703,0.292153037,-0.177553188,0.859073891,0.967179419
rnf123,420.1911683,0.29888921,0.32297865,0.925414759,0.354750204,0.748651183
LOC107372650,10.18114052,1.537192756,0.723932262,2.123393081,0.033720927,0.318633749
tmem170b,1.560264033,0.860179148,1.207584683,0.712313728,0.476270525,NA
LOC107397340,1.324203905,0.479467525,1.227552989,0.390588048,0.696101762,NA
LOC107373428,15.90981507,0.11499636,0.702469035,0.163703101,0.869964876,0.97049828
LOC107372819,1.526862737,0.463771935,1.235815436,0.375276049,0.707455177,NA
best3,50.27308438,0.884093939,0.818413453,1.080253428,0.280029342,0.690758669
slc16a1,40.54367714,5.163270581,1.30394784,3.959721717,NA,NA
atf7,35.77199193,-0.510312647,0.497702808,-1.025336081,0.305204637,0.712923175
trappc11,772.5863217,-0.209765628,0.262617287,-0.798750267,0.424435233,0.795176552
LOC107394040,14.28973986,0.43062261,0.847306408,0.508225367,0.611295303,0.888398073
edem1,7428.163289,0.891173839,0.467807813,1.904999905,0.056780083,0.394196809
hoxc9,1.148211021,0.383261973,1.229243465,0.31178687,0.755202503,NA
LOC107395123,291.4727488,-0.466540553,0.350908928,-1.329520328,0.183676364,0.605824169
elavl3,6.186904139,0.332489537,0.985665552,0.337324903,0.735871989,0.930853715
LOC107391664,2.127148473,-0.14675691,1.314404387,-0.111652785,0.911098717,NA
LOC107377233,2701.268994,-0.181868713,0.30337758,-0.59947974,0.548853016,0.861904835
LOC107374924,176.6077256,-0.865709532,0.69203123,-1.250968878,0.210945832,0.633231171
LOC107394370,4.483685392,-1.147072131,1.198652755,-0.956967835,0.33858349,NA
LOC107386944,1.95791233,-0.70931076,1.199225301,-0.591474145,0.554202774,NA
LOC107377668,2.582946183,1.139020736,0.973004722,1.170622003,0.241750749,NA
LOC107380229,56.59226815,0.297476722,0.913863106,0.325515627,0.744790857,0.934633586
kat7,396.9302163,-0.592170439,0.250749999,-2.361596973,0.018196412,0.249702813
asb5,46.72272929,1.03849628,0.624749023,1.662261553,0.096460343,0.483820703
LOC107389611,180.5784744,-0.730935188,0.394006054,-1.855136946,0.063576673,0.411103796
habp4,3.612125781,1.576439469,1.091902949,1.4437542,0.148808129,NA
LOC107386491,48.4234446,0.33309746,0.550716369,0.604843942,0.545282693,0.86106648
mllt3,162.8969844,-0.297727224,0.303079752,-0.982339539,0.325932602,0.729463072
LOC107392581,2.098145178,-1.203290918,1.188677663,-1.012293707,0.311397643,NA
LOC107394360,5.384561168,-1.115088254,0.996100482,-1.119453584,0.262946682,NA
bscl2,1.176546649,-0.709983959,1.228388215,-0.577980113,0.563277546,NA
LOC107394463,3023.375633,0.121069271,0.269158762,0.449806169,0.652850209,0.90257315
znf532,13.45743832,0.302055672,0.999835075,0.302105497,0.762571642,0.940286988
tmem57,511.6800481,0.023619896,0.191308767,0.123464784,0.901739059,0.979123328
npepps,1861.476582,0.192775386,0.25388548,0.759300557,0.447672784,0.807896414
LOC107374889,20.8876995,-2.748656615,0.908720973,-3.024753138,0.002488361,0.10167618
iqch,4.016312242,0.010068912,1.046588547,0.009620697,0.992323912,NA
LOC107393037,5.561989258,-0.171725959,0.861236412,-0.19939468,0.841954021,0.963249952
LOC107381154,1.4395548,0.480507856,1.246529532,0.385476512,0.699884405,NA
LOC107381118,148.5068697,0.196885433,0.427968545,0.460046503,0.645482842,0.899952773
LOC107382741,60.41909953,-0.922589048,0.893611897,-1.032426997,0.30187213,0.710369995
kiaa1147,614.9763313,0.781858508,0.484577764,1.61348408,0.106639379,0.505818133
LOC107373058,6.183702566,0.256376089,0.78360827,0.327173792,0.743536442,0.934447931
LOC107392021,567.5197295,-0.687756695,0.332567777,-2.068019642,0.038638176,0.335095397
ubr5,286.2157774,0.21587794,0.280738553,0.768964356,0.441914471,0.80354692
LOC107386807,1.14767427,-0.146460474,1.297719197,-0.112859912,0.910141619,NA
slmap,846.9663306,-0.165251595,0.29248353,-0.564994533,0.572077483,0.872323373
wdr54,61.16533119,0.444914383,0.573651294,0.775583334,0.437995044,0.8018811
fgf5,1.424857672,-0.147071294,1.332416597,-0.110379362,0.91210852,NA
LOC107384887,5.246857735,-0.586529444,1.153065015,-0.508669881,0.610983638,NA
pcbp1,2.027665417,-0.710242508,1.221754138,-0.581330143,0.561017969,NA
LOC107378934,15.11959212,1.16300791,0.643480336,1.807371329,0.070704401,0.42597576
LOC107397167,6.439315534,-0.751132416,0.98362015,-0.763640737,0.445081366,0.805964779
LOC107377722,967.769557,0.212524283,0.222710439,0.95426278,0.339950643,0.740344627
LOC107392399,1.939874918,-0.910059161,1.137324633,-0.800175372,0.423609197,NA
LOC107396014,15303.454,-0.129158861,0.12908995,-1.000533819,0.31705224,0.722367905
flcn,323.8005229,-0.834451191,0.555798919,-1.50135447,0.133263903,0.545339531
scube2,77.46193189,0.005457368,0.370638421,0.014724236,0.988252184,0.998362912
dus1l,13.66773241,-0.2173242,0.736341409,-0.295140539,0.767886523,0.942050877
LOC107394352,2.851955787,0.3568757,1.110039175,0.321498293,0.747832805,NA
LOC107382668,1.186078554,-0.146603795,1.305802235,-0.112271055,0.910608491,NA
LOC107380822,416.8407197,0.275384921,0.302302281,0.910958794,0.362317085,0.753725993
LOC107385786,640.6408594,0.016006958,0.244498934,0.065468415,0.947801054,0.990809854
ppat,199.046067,0.208039644,0.300636241,0.691997888,0.488938655,0.831828875
cldn2,1174.101461,0.088040736,0.368916021,0.238647094,0.811379244,0.956124164
LOC107391469,2.565545797,0.88043979,0.930819757,0.9458757,0.344211989,NA
LOC107382751,3908.846031,0.098353705,0.291490279,0.337416757,0.735802754,0.930853715
LOC107372460,3.819142801,-1.067051454,1.049100747,-1.017110565,0.309100835,NA
nemf,751.6734444,0.287601573,0.198847314,1.446343764,0.148080807,0.563760319
adra1d,57.62754728,-0.460976517,0.380258837,-1.212270358,0.225408907,0.647373017
zzz3,83.3966066,-0.078686757,0.361675052,-0.217562025,0.827770375,0.959896677
plekhd1,1.139899192,-0.146425701,1.295763015,-0.113003457,0.910027814,NA
col4a1,181.6313488,-0.284706902,0.429983319,-0.662134761,0.50788486,0.842678456
iqck,2.724007443,-0.143183372,1.103040159,-0.129807941,0.89671838,NA
slk,716.8097945,0.279625491,0.341613715,0.81854293,0.413047239,0.787363809
LOC107386126,128.6346701,0.029585991,0.674508525,0.043863035,0.965013581,0.995174419
LOC107386401,1.167522154,-0.14648817,1.299278286,-0.112745801,0.910232089,NA
LOC107383819,94.69797944,0.46534962,0.37777126,1.231829072,0.218012941,0.641210768
clspn,73.15710962,0.628859007,0.678275059,0.927144525,0.353851501,0.748244691
LOC107373574,11795.94793,0.174919614,0.936803906,0.186719561,0.851880518,0.965349519
ccna2,59.9335369,-0.717243684,0.741206361,-0.967670707,0.333208852,0.735657071
LOC107388329,1.350216014,-0.818684355,1.223281834,-0.669252443,0.503334458,NA
abhd4,6397.287789,-0.07789457,0.253427825,-0.307363921,0.758566387,0.939293259
LOC107395678,1379.543115,-0.143076098,0.431646084,-0.331466225,0.740292349,0.932590085
LOC107397233,1.722491691,1.226792974,1.15010618,1.066678013,0.286117259,NA
txndc9,744.1943837,-0.482571456,0.301370183,-1.601258129,0.109319759,0.509262967
slc1a1,6.604082766,-0.646561319,0.97558291,-0.662743589,0.507494788,0.842671909
LOC107389861,3.115949113,-0.872272063,1.037181446,-0.841002378,0.400346602,NA
endog,398.4739226,0.352948804,0.343239483,1.028287306,0.3038147,0.711508353
hoxc8,3.575113208,-0.440136167,0.896429311,-0.490988148,0.623434831,NA
LOC107394892,147.7841646,0.087114205,0.278739547,0.312529048,0.754638491,0.937530771
sil1,2656.531368,0.600191163,0.564137781,1.063908825,0.287370005,0.698275104
tpd52,742.8070276,-0.482661581,0.29672642,-1.626621523,0.103817505,0.500052724
LOC107392842,4020.385519,0.022317451,0.327611014,0.068121797,0.945688679,0.990809854
chaf1b,104.9678614,0.624527764,0.779226139,0.801471785,0.422858572,0.79493755
LOC107393417,1.139899192,-0.146425701,1.295763015,-0.113003457,0.910027814,NA
LOC107388343,1.522621359,-1.112109368,1.156740609,-0.961416379,0.336342852,NA
LOC107384362,1.225733649,0.189101651,1.242642993,0.152176974,0.879047354,NA
luc7l,1322.090126,0.026059754,0.146030183,0.17845457,0.858365996,0.967078673
olfm3,1.299155771,-0.710092681,1.225572052,-0.579396927,0.562321377,NA
dcp1a,276.1907152,-0.100257073,0.2249159,-0.445753603,0.65577524,0.904278383
LOC107384017,18.56920939,-0.385863969,0.548604901,-0.703354944,0.481834578,0.829029564
nxn,323.0563906,-0.499050811,0.260260528,-1.917504799,0.055173832,0.387919366
ubac1,336.4524561,-0.095522893,0.299401064,-0.319046604,0.749691173,0.936226777
rtcb,2864.392885,0.425806344,0.133976138,3.178225249,0.001481796,0.078012751
LOC107390483,1.380254172,-0.773981797,1.122350743,-0.689607773,0.490440878,NA
rmnd1,108.5067594,-0.16770788,0.369244,-0.454192566,0.649690233,0.901868653
LOC107383128,56.83011304,0.429841908,0.566558224,0.758689734,0.44803818,0.807934476
cfap36,18.57848619,0.06948955,0.544927679,0.127520684,0.898528303,0.978507026
LOC107388068,1.439813882,-1.416106807,1.195359532,-1.184670193,0.236147872,NA
trnaq-cug,2.872528143,1.062140308,0.984918782,1.078403953,0.280853524,NA
epdr1,1400.525368,-0.987610054,0.480954627,-2.053437058,0.040030208,0.340335616
sumo2,158.6727679,-0.387668461,0.465924423,-0.832041512,0.405385513,0.782762934
LOC107385095,5.042193339,0.075919614,0.933685108,0.081311797,0.935193993,NA
pdcd10,2016.025844,0.212547343,0.156997001,1.353830589,0.175790432,0.598181184
ipo4,876.3697194,0.846093262,0.504865095,1.675879893,0.093761721,0.478799278
nsa2,3347.309021,-0.110895384,0.294467087,-0.376596874,0.706473212,0.923339352
LOC107376852,10.64034464,0.82091191,0.694892194,1.181351463,0.237463131,0.656616728
trnap-ugg,1.175447255,-0.708043754,1.22837924,-0.576404852,0.564341566,NA
LOC107380881,43.3068401,0.228893454,0.905981299,0.252646996,0.80054101,0.952920479
ap1s3,1.957395273,-0.979891046,1.116995657,-0.877255914,0.380347652,NA
tcf20,68.45120409,-0.502538979,0.353691757,-1.420838823,0.155363622,0.57430451
aco2,2830.007252,0.48859178,0.300260676,1.627225337,0.103689248,0.499618537
elk3,284.3259282,-0.328082597,0.249575347,-1.314563323,0.188656703,0.609675451
LOC107396105,1228.860017,-1.08584235,0.610067477,-1.779872541,0.075096822,0.437115665
LOC107385729,2.404442005,-1.203041227,1.202035845,-1.0008364,0.316905909,NA
il34,8.337311774,-0.271620008,0.788847326,-0.344325193,0.73060174,0.930591259
pum1,73.45138131,0.311555982,0.236779922,1.31580406,0.188239816,0.609628376
msmo1,17993.13381,-1.074217526,0.417374667,-2.573748748,0.01006033,0.193364789
tulp1,5.557816207,0.203533031,0.918215743,0.221661447,0.824577444,0.958832548
eif6,1668.402085,0.841471992,0.303673285,2.770977995,0.00558882,0.148787623
znhit2,240.8332875,-0.015282422,0.521342386,-0.0293136,0.97661448,0.996468073
LOC107397131,1.178120967,-0.712736624,1.228401328,-0.580214794,0.561769778,NA
LOC107373637,1.186078554,-0.146603795,1.305802235,-0.112271055,0.910608491,NA
tp53bp2,304.4717279,0.313141334,0.316643857,0.988938602,0.322693182,0.726179508
gpx2,8.284348657,-0.455464631,0.889508211,-0.512040952,0.608622349,0.886200753
LOC107394177,167.1729633,-0.181232473,0.37418637,-0.484337451,0.628146402,0.893946698
rbm17,383.116783,-0.221146101,0.211634259,-1.044944721,0.296048519,0.705994915
smarcad1,214.8967252,0.027315541,0.467226205,0.058463204,0.953379671,0.992031831
LOC107383556,3.693943292,-0.248223268,0.929262588,-0.267118542,0.789377892,NA
rspry1,373.7098799,-0.062105442,0.23720104,-0.261826177,0.793455456,0.950125715
LOC107378771,2114.962881,-0.574045535,0.44089801,-1.301991666,0.192919235,0.615079842
pabpn1l,377.9110384,0.138364428,0.350175033,0.395129335,0.692747441,0.917223074
fblim1,213.8370778,0.507050807,0.449882222,1.12707456,0.259710958,0.673328596
adam19,54.03126737,0.244616488,0.804265736,0.304148837,0.761014502,0.939598933
LOC107376386,515.6354551,0.0298384,0.374008837,0.079779934,0.936412284,0.988846556
LOC107386888,1697.741602,0.012133225,0.286539803,0.042343943,0.966224515,0.995174419
LOC107374127,9.512109027,-1.482410083,0.85586737,-1.732055848,0.083263619,0.453574818
eci1,3353.296749,-0.004437987,0.263109258,-0.016867467,0.986542347,0.998362912
LOC107384787,640.9725247,0.571967766,0.285302731,2.004774942,0.044987113,0.357460045
LOC107372910,176.2236123,-0.265715831,0.314200206,-0.845689549,0.397725955,0.777472982
LOC107379858,98.29471705,-0.171253445,0.285421173,-0.600002597,0.548504505,0.861904835
LOC107393711,1.283265706,-0.456825891,1.256061405,-0.3636971,0.716084209,NA
LOC107391524,305.6186061,-0.436384361,0.26756456,-1.630949781,0.102900917,0.498158106
LOC107390584,1.676525583,0.482104713,1.278922127,0.376961742,0.706202037,NA
cars,816.9069062,0.354610916,0.294687679,1.203344901,0.22884288,0.650679098
phykpl,272.1389865,-0.295483303,0.224659724,-1.315248224,0.188426493,0.609630405
LOC107390952,4.04186314,-1.095785174,1.063403014,-1.030451447,0.302798133,NA
LOC107377939,106.8210792,0.688810126,0.477971616,1.441110942,0.149553343,0.566556376
dvl1,222.4065535,-0.336976037,0.353251159,-0.953927617,0.340120283,0.740344627
LOC107381651,3.188494675,1.420725826,0.998998363,1.422150304,0.154982622,NA
pus3,226.4011916,-0.173306874,0.242870751,-0.713576556,0.475489059,0.825049046
tp53i3,499.3076853,-0.834966333,0.413593233,-2.018810433,0.043506926,0.353538117
LOC107386151,3.38144347,-0.552256833,0.870329433,-0.634537696,0.525729974,NA
LOC107390497,64.98932789,0.527969104,0.436682064,1.209046919,0.22664482,0.648078647
LOC107374497,8.717002228,-2.977053238,0.993320377,-2.997072551,0.002725858,0.105352821
LOC107374249,1.379154778,-0.769491032,1.152685234,-0.667563884,0.504412018,NA
LOC107395228,7.231274059,-0.037179102,0.775287451,-0.047955248,0.961751909,0.994622202
LOC107388231,79.26458428,-0.081202191,0.41042775,-0.197847712,0.843164215,0.963311647
nipa2,594.4044233,0.102115441,0.222624916,0.458688285,0.646458028,0.900321899
LOC107378667,21.29792502,-1.061645011,0.562406184,-1.887683744,0.05906842,0.399207926
LOC107378144,239.6447467,-0.482681314,0.423403181,-1.140003986,0.25428464,0.669357854
gnb5,4.762928697,1.173908945,0.84519549,1.38892003,0.164857069,NA
alg2,1828.133439,0.090721627,0.496598447,0.182686088,0.855044333,0.966019548
kbtbd12,1.825543875,-0.149659681,1.10235386,-0.135763739,0.892008058,NA
oc90,1.838095959,0.07246507,1.175229838,0.061660339,0.950833325,NA
LOC107382245,20.20380455,-1.088566746,0.706463011,-1.540868707,0.123348743,0.533103344
LOC107394502,966.0680802,0.209813362,0.394166518,0.532296255,0.594520825,0.881371758
LOC107381403,16.51396556,0.838918069,0.609277071,1.376907336,0.168540899,0.591216186
rasa3,58.4531721,-0.811880704,0.474703367,-1.710290595,0.08721215,0.462425462
LOC107392767,2.644749476,0.147883003,1.083388269,0.136500465,0.891425657,NA
p3h2,941.5945319,-0.755397478,0.353722167,-2.135567257,0.032714703,0.315456924
LOC107384425,1.679078708,-0.9213211,1.20489378,-0.764649229,0.444480446,NA
gramd3,50.87337852,0.455704662,0.431203149,1.056821275,0.290593163,0.701530408
tmem41b,156.1818853,0.546437752,0.545607537,1.001521633,0.316574687,0.721929169
LOC107393140,5.196263359,0.25882562,1.083849166,0.23880225,0.811258925,NA
LOC107386216,780.4558075,0.274011975,0.302327002,0.906343043,0.36475431,0.75503142
lss,1330.04475,-1.300941038,0.627670883,-2.072648379,0.038205015,0.334874909
LOC107396802,382.866055,-0.166257717,0.3300456,-0.503741657,0.614442931,0.890079741
LOC107385827,1.159936942,-0.146460877,1.29774159,-0.112858275,0.910142917,NA
LOC107381127,5.620881041,0.364446411,0.998090015,0.365143831,0.715004044,0.92576072
LOC107391362,1.167522154,-0.14648817,1.299278286,-0.112745801,0.910232089,NA
slc38a2,1256.396254,0.118010089,1.318785134,0.089483939,0.928697317,0.986659242
pkp3,72.66058363,-0.066649625,0.453275189,-0.147040091,0.883100376,0.974180776
LOC107377376,1.159936942,-0.146460877,1.29774159,-0.112858275,0.910142917,NA
pbx4,515.5903148,-0.030482746,0.213438222,-0.142817654,0.886434194,0.975520505
foxn4,2.452283909,1.284293372,0.984479689,1.304540242,0.192049448,NA
LOC107396729,2.727214694,1.071989278,0.929168305,1.153708399,0.248619739,NA
gas6,276.3330488,-0.306063074,0.25655756,-1.192960652,0.232884784,0.653796865
LOC107390762,1.401576455,-0.209472558,1.154023583,-0.181514972,0.855963383,NA
LOC107390508,69.02373967,-0.133798316,0.490944913,-0.272532238,0.785212807,0.947121866
pycrl,86.67949025,-0.445871445,0.297099393,-1.500748423,0.133420643,0.545493262
fbn1,151.4402715,-0.060129976,0.360625947,-0.166737797,0.867576364,0.969904673
LOC107391116,1.583377248,0.480590957,1.248117745,0.385052579,0.700198461,NA
zeb2,152.079277,-0.007640483,0.368237079,-0.020748814,0.983446029,0.997980021
tmem205,1360.126435,-0.185860284,0.198601149,-0.93584697,0.349351984,0.747084719
LOC107392507,3.286047353,-1.675461505,0.88186242,-1.89991258,0.057444593,NA
LOC107389742,161.1870957,-0.839763867,0.35837513,-2.343253749,0.019116377,0.255123586
LOC107391345,396.2147063,-0.036873295,0.253171402,-0.145645576,0.884201187,0.974773246
LOC107381845,474.587864,-0.010962306,0.276543864,-0.039640388,0.968379828,0.995174419
LOC107395318,821.6148342,-0.079438006,0.22202091,-0.357795153,0.720496618,0.927700858
LOC107384435,1.447147,-1.104482995,1.208281747,-0.914093917,0.360667498,NA
LOC107376849,1.139899192,-0.146425701,1.295763015,-0.113003457,0.910027814,NA
LOC107373230,48.9559932,-1.241939261,0.530099811,-2.342840417,0.019137567,0.255123586
aacs,2148.367138,-1.404436786,0.48805281,-2.877632826,0.004006712,0.127546997
LOC107391928,145.4645695,0.119059927,0.46149288,0.257988654,0.796415664,0.951169928
LOC107378192,225.2617388,-0.047319054,0.430410023,-0.109939481,0.912457371,0.981341241
rgs9bp,1.191259634,0.463643947,1.229938208,0.376965236,0.70619944,NA
LOC107378549,1.409685015,0.383058869,1.23082293,0.311221753,0.755632047,NA
nudt21,718.4416286,0.062855636,0.279177329,0.225145918,0.821865761,0.958586767
LOC107378960,1.650187678,0.896980392,1.214803508,0.738374878,0.460286676,NA
csgr06h3orf52,228.0773596,0.798795783,0.68957172,1.158394058,0.246703263,0.66516088
LOC107392051,3.281666615,1.715358057,1.050261088,1.63326822,0.102412598,NA
LOC107377481,40.78963682,-0.097694592,0.358931082,-0.272182034,0.785482056,0.947250517
mdfi,27.36292794,0.767412603,0.593297428,1.293470301,0.195848449,0.619361045
LOC107396209,513.3234588,-0.780935669,0.429541806,-1.818066738,0.069053933,0.422509909
zfyve9,82.750796,0.216864796,0.327194181,0.662801504,0.50745769,0.842671909
LOC107373772,5.311573578,-0.88525366,1.07170659,-0.82602241,0.40879138,NA
LOC107382106,40.44828448,0.294965001,0.319489881,0.923237381,0.355883512,0.749911584
lrrc30,2.522188545,-0.87066951,0.958401589,-0.908460002,0.363635237,NA
mboat7,883.9686555,0.534777553,0.331784446,1.61182225,0.107000625,0.506218971
LOC107388458,255.4153466,-0.041283849,0.358978838,-0.115003574,0.908442289,0.980618587
bag5,6.39017368,1.0529293,0.803153096,1.310994511,0.189859618,0.612096975
LOC107372987,1.165221503,-0.14648005,1.298820968,-0.112779247,0.910205572,NA
cnot2,109.067528,0.119687143,0.294245787,0.406759071,0.68418495,0.914208727
LOC107396731,53.57447742,0.568070234,0.564926907,1.00556413,0.314625286,0.721108383
snrnp48,131.8601309,0.569653714,0.309197697,1.842360793,0.065422393,0.414689124
mtmr10,488.9194642,-0.145572871,0.220619561,-0.659836645,0.509358665,0.843000568
LOC107394548,675.2864097,-0.528906226,0.276231389,-1.914721669,0.055528009,0.389629139
ddit4,2650.914917,-2.065810653,1.212470175,-1.703803273,0.088417846,0.46549729
LOC107391991,1.167522154,-0.14648817,1.299278286,-0.112745801,0.910232089,NA
lasp1,2227.246345,0.082699016,0.201096476,0.411240502,0.680896193,0.91314154
LOC107379991,1.159936942,-0.146460877,1.29774159,-0.112858275,0.910142917,NA
LOC107382479,2.863330305,0.487308306,1.014698225,0.480249491,0.631049999,NA
LOC107374087,2.475053629,-0.486512022,1.090850262,-0.445993404,0.65560201,NA
nox1,158.1920664,0.379955393,0.767751214,0.494893901,0.620675016,0.891910771
sgsm3,968.7127658,0.683500454,0.243895766,2.802428538,0.005071945,0.142632717
LOC107388172,1.312779758,0.860194148,1.207013429,0.712663279,0.476054145,NA
LOC107375748,1.271532809,-0.710245219,1.221636805,-0.581388197,0.560978851,NA
LOC107383990,1.31928649,-0.712594989,1.232691193,-0.578080702,0.563209636,NA
LOC107381069,1.83002886,-1.105499734,1.218264646,-0.907438082,0.364175179,NA
LOC107388893,1.747109978,-1.785816718,1.195481426,-1.49380549,0.135226466,NA
LOC107397356,22.66581473,-0.424897493,0.676529227,-0.628054896,0.529967978,0.853539956
LOC107380295,5.480813565,3.856688233,1.199271292,3.215859712,0.001300544,NA
LOC107386701,215.9075839,0.100670443,0.305923289,0.32907087,0.742102122,0.933982648
LOC107393518,3.14975453,-1.984652525,1.019942929,-1.945846644,0.051673164,NA
LOC107388792,10.80199326,-0.603239277,0.746527068,-0.808060823,0.419055569,0.792727673
fosl1,31.03159305,-0.392670397,0.587179926,-0.668739478,0.50366168,0.841525309
llph,935.3167176,0.417239287,0.212026432,1.967864492,0.049083631,0.370133488
fbxl2,4.771874457,-0.14222937,0.962872086,-0.147713671,0.882568742,NA
LOC107381742,118.6372527,-0.738356229,0.274869976,-2.686201822,0.007226942,0.167884348
LOC107397322,19.37172727,-1.020978158,0.788224209,-1.295289013,0.195220548,0.618091847
LOC107381310,43.59270227,-0.118026283,0.3558526,-0.331671831,0.740137074,0.93246599
LOC107394914,1.255229853,-0.81990476,1.229463499,-0.666880115,0.504848714,NA
hgd,21374.2536,-0.417831117,0.256604599,-1.628307202,0.103459763,0.499098405
LOC107373154,190.7524458,-0.810664839,0.323183181,-2.508375707,0.012128763,0.207655468
celsr2,3.62589821,0.169144621,1.056057479,0.160166112,0.872750223,NA
mlxip,444.8039006,0.113460566,0.271727058,0.417553434,0.676273649,0.911041243
mlycd,129.4033836,0.37518856,0.294905337,1.272233878,0.203290034,0.62661702
LOC107396420,53.43752862,-0.456570921,0.68454601,-0.666968932,0.504791978,0.842035283
fbxo34,312.1267115,-0.018791731,0.281348598,-0.066791629,0.946747588,0.990809854
LOC107390747,1.641079083,-1.304481394,1.207230979,-1.080556593,0.2798944,NA
LOC107388929,9.554965954,-1.644581611,0.716754613,-2.294483469,0.021762744,0.268576127
aldh1l2,121.037615,-0.239374465,0.311028722,-0.769621737,0.441524307,0.80354692
ddost,8390.176741,0.519975946,0.22320753,2.329562741,0.019829273,0.258534611
LOC107372500,1.163893041,-0.146524843,1.301345288,-0.1125949,0.910351728,NA
LOC107392907,1.165221503,-0.14648005,1.298820968,-0.112779247,0.910205572,NA
epb41l2,406.9639257,-0.081264399,0.282428028,-0.287734895,0.773549677,0.943647572
LOC107390608,2.229586515,-0.594821688,1.060101705,-0.5610987,0.574730255,NA
LOC107396258,22.11044153,0.296347393,0.576074981,0.514425036,0.606954859,0.88565697
mut,1841.387602,0.129175741,0.163874616,0.788259606,0.43054487,0.797563363
lct,5.329428615,-0.632953705,1.194329632,-0.529965671,0.596135733,NA
LOC107372818,266.9354756,0.007309881,0.370701562,0.019719047,0.984267497,0.997998636
tmem163,1.910912111,-0.667771492,1.089553476,-0.612885468,0.539952073,NA
LOC107383430,1.178120967,-0.712736624,1.228401328,-0.580214794,0.561769778,NA
rab10,2659.292937,0.042610567,0.191105684,0.222968603,0.823559942,0.958586767
tmem25,1.296580943,0.479235316,1.223518604,0.39168617,0.69529011,NA
