Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
mtrf1,286.376852,0.203674362,0.251989884,0.808264043,0.418938597,0.798956472
LOC107372433,1.391263741,0.048586865,1.280226687,0.037951767,0.969726138,NA
LOC107394946,125.6930873,0.159991025,0.44631642,0.35846995,0.719991652,0.9263078
LOC107377654,15051.06106,-0.309492887,0.697559889,-0.443679305,0.65727446,0.905354103
eral1,1246.045429,0.171810494,0.241679302,0.710902805,0.477144467,0.830361459
LOC107374257,4.283587375,1.394944769,0.977330735,1.427300625,0.15349326,0.541748108
LOC107394896,292.2046927,-0.078728171,0.259898814,-0.302918547,0.761951937,0.94136024
LOC107394621,8810.992194,-0.178051487,0.565938101,-0.314613006,0.753055503,0.937548612
LOC107391665,42.38784518,1.91542901,0.48976588,3.910907407,9.20E-05,0.003111561
myt1l,5.475103359,0.060489946,0.933258451,0.064815856,0.948320616,0.988296144
LOC107385953,1.988797478,-0.665325655,1.132332699,-0.587570822,0.556820401,NA
LOC107378280,321.3431332,0.315283846,0.294667671,1.069964156,0.284635443,0.698761689
LOC107388209,3.575711551,-2.690768665,1.016423356,-2.647291257,0.008113944,0.097675796
LOC107396719,3.14174181,-0.668130299,1.261905375,-0.52946149,0.596485352,NA
srebf1,552.8344932,0.469985023,0.440774007,1.066272092,0.286300661,0.700310058
prss12,4.52375007,-0.219360325,1.077472474,-0.203587869,0.838675574,0.962692122
tmcc3,227.9869595,0.390900826,0.446391258,0.875691042,0.381198016,0.775739239
smox,1170.621062,-0.880334756,0.445634017,-1.975465794,0.048215313,0.297478749
LOC107374652,1.709026543,0.71400832,1.260543097,0.566429122,0.571102103,NA
LOC107382820,331.5971191,-0.236943873,0.301070936,-0.787003476,0.431279831,0.807033978
LOC107390423,731.0786132,-0.247767034,0.330935155,-0.748687561,0.454045543,0.820205334
LOC107396036,3.400914266,-1.059598074,1.015788905,-1.043128222,0.296888911,0.710429908
LOC107395812,1.14767427,-0.279327139,1.297719228,-0.215244664,0.82957657,NA
ilf2,1464.780239,0.064171411,0.208416592,0.307899725,0.758158635,0.939378839
tle1,100.0112753,0.221555365,0.442951188,0.50018009,0.616948276,0.890576849
lgi3,2.217841006,0.234372012,1.002647429,0.233753167,0.81517661,NA
LOC107394127,1.373997074,-1.404064998,1.197685224,-1.172315538,0.241070395,NA
LOC107386824,5.929403841,-4.012490116,1.012365923,-3.96347805,7.39E-05,0.002603948
LOC107391686,1.378781614,-0.565011436,1.151401481,-0.490716267,0.62362714,NA
ispd,46.1665468,-0.626550378,0.46485743,-1.347833416,0.177711968,0.577140771
LOC107380045,17.16420067,-0.44857297,0.629779216,-0.712270202,0.476297472,0.830114067
colec10,248.6075755,-0.341246564,0.291791539,-1.169487523,0.242207265,0.65539741
LOC107396504,47.39160267,-1.967897015,0.684640648,-2.874350247,0.004048597,0.060684467
hmg20a,384.5367303,-0.23663369,0.387996098,-0.609886777,0.541936812,0.861553387
ccdc97,166.0083188,0.358119114,0.298553693,1.199513262,0.230328431,0.642874822
LOC107397212,155.3861548,-0.493460986,0.444508838,-1.110126376,0.266944573,0.681956659
LOC107382362,519.2986194,0.237480708,0.252104759,0.941992167,0.34619665,0.749964318
tango6,276.8376495,0.032861379,0.272608254,0.120544328,0.904051967,0.978635845
LOC107372319,2621.455847,0.510980374,0.271782753,1.880105959,0.060093638,0.337208987
LOC107376557,206.8959774,-0.007195372,0.408744997,-0.017603572,0.985955107,0.996034305
LOC107373266,1.148211021,-0.27905117,1.292327198,-0.215929194,0.829042941,NA
LOC107390733,1.167522154,0.30806444,1.230498419,0.250357445,0.802310936,NA
LOC107374748,13.99280386,-1.106495129,0.966363243,-1.145009536,0.252205207,0.66467515
LOC107375518,2.739088498,2.170301115,1.058788413,2.049796814,0.040384263,NA
LOC107383136,1.569723635,-1.802250219,1.146482386,-1.571982475,0.115954616,NA
rexo1,191.8435864,-0.764974858,0.404861059,-1.889475022,0.058828207,0.332926873
sec11a,3181.832519,-0.42652336,0.201457139,-2.117191592,0.034243591,0.24352066
LOC107396079,2457.633571,-0.095205474,0.199837293,-0.476414948,0.633778787,0.896320291
fam179b,68.07088047,0.232936628,0.49082336,0.474583418,0.635083928,0.896998148
dazl,1.386962751,0.304590601,1.213530969,0.250995326,0.801817723,NA
banf1,1536.796574,0.153733031,0.190193738,0.808297016,0.41891962,0.798956472
baiap2l1,18.67679592,0.829808645,0.929479269,0.892767243,0.371981832,0.76935187
LOC107395739,1.139899192,-0.27922733,1.295763046,-0.215492587,0.829383291,NA
LOC107393030,23118.44696,-0.006167392,0.354248352,-0.017409796,0.986109694,0.996052241
nupl2,259.9880637,0.171099844,0.227759312,0.751230949,0.452513678,0.819017066
gfi1,1.504874444,-0.948005687,1.207979491,-0.784786243,0.432578907,NA
LOC107389027,22.24175287,-1.450115673,0.773839399,-1.873923292,0.060940999,0.339706315
LOC107394266,81.29601137,-0.235397354,0.351954031,-0.66882983,0.503604036,0.846548729
LOC107384019,4.998176016,-0.618665355,1.123769424,-0.550526951,0.581957997,0.879059476
csgr02h19orf53,941.4810352,-0.063697289,0.250512092,-0.254268322,0.799288271,0.954039826
LOC107392355,1431.684984,0.305481868,0.35028876,0.872085843,0.383161549,0.776659875
carnmt1,186.6243802,0.259429053,0.352125331,0.73675203,0.46127316,0.823502739
LOC107385587,1.973281687,1.053023489,1.154960996,0.911739437,0.361905898,NA
LOC107379532,18136.93969,-0.331425698,0.36116474,-0.917657961,0.358797963,0.760947919
ept1,501.6899722,-0.292927757,0.568193267,-0.515542463,0.606174004,0.887840685
dffa,90.39234332,0.221536899,0.478412012,0.463067176,0.643316217,0.899128011
pds5a,342.2787076,-0.139618823,0.312500591,-0.44677939,0.655034353,0.904243819
sfxn2,1787.641883,0.324285791,0.300601009,1.078791427,0.280680718,0.694946066
LOC107376995,47.74674992,-0.35504605,0.494177,-0.718459277,0.472474149,0.828700867
nphp1,4.15053188,-0.303398822,0.931987211,-0.325539683,0.744772654,0.934321094
LOC107384264,470.4448599,-0.014777972,0.234014637,-0.063149777,0.949647237,0.98857536
ctsz,2464.301142,-0.389785513,0.489160071,-0.796846545,0.425540159,0.803158925
fpgs,1187.101914,0.228585447,0.328507742,0.695829712,0.48653548,0.836135601
LOC107386616,823.5260689,-0.512337108,0.271168329,-1.889369272,0.058842365,0.332926873
etv6,52.76262257,-0.15139291,0.475817987,-0.318173995,0.750352958,0.935921115
tmprss6,4576.054888,0.468434547,0.262930809,1.781588657,0.074816335,0.37914926
LOC107374892,1.218257032,-0.278883494,1.289071901,-0.216344405,0.828719298,NA
nip7,259.782346,0.092817452,0.386624017,0.240071615,0.810274739,0.955623132
LOC107375049,49.93020597,-1.223108011,0.691429403,-1.76895574,0.076901261,0.383896292
cxcl14,145.2635202,-0.484060841,0.306787727,-1.577836397,0.1146032,0.469615168
LOC107386699,556.4392946,-0.130071432,0.177057272,-0.734629141,0.462565385,0.823502739
LOC107389668,250.5350313,0.593216908,0.579102548,1.024372816,0.305659217,0.719398624
LOC107380478,13484.51954,0.538423236,0.225268021,2.390145006,0.016841722,0.159613796
LOC107387756,115.058338,-0.096960731,0.419726597,-0.231009262,0.817307607,0.957275852
sirt5,17.3332981,-0.544393348,0.706486643,-0.770564247,0.44096526,0.814160349
LOC107382962,480.8660206,-0.63598359,0.32582302,-1.95192958,0.050946566,0.30769227
adprhl2,615.6845069,0.26613104,0.171727936,1.549724788,0.121207586,0.482544435
LOC107373011,17.72624215,-0.208407746,1.546669085,-0.134746177,NA,NA
fbln2,160.2895917,-0.181316974,0.503554415,-0.360074241,0.718791615,0.9263078
csgr14hxorf21,49.3139195,-2.125187115,0.75290113,-2.822664264,0.004762642,0.068381508
LOC107395259,115.830247,-0.062802166,0.396015871,-0.158584971,0.87399587,0.971094352
LOC107394220,2.046932948,1.895716068,1.226273158,1.54591663,0.122124704,NA
qdpr,19722.10374,0.795909298,0.235036782,3.386318047,0.000708372,0.016270542
LOC107383768,276.7783874,-1.924703643,0.5539367,-3.47459131,0.000511632,0.012635463
rcor2,29.55947616,-0.729619994,0.590768802,-1.235034739,0.216817576,0.626122426
pkd1,12.12739664,0.030133807,0.602071983,0.050050173,0.960082406,0.990008213
LOC107395190,1.64788316,0.316966712,1.278882689,0.247846589,0.804253107,NA
LOC107387276,4.677610189,-1.649137551,1.010812459,-1.631497056,0.102785481,0.448342913
LOC107374647,3.180947477,1.153939786,0.96919863,1.190612275,0.233805831,NA
LOC107377875,2.779221399,-0.575376142,1.001227732,-0.5746706,0.565514094,NA
tceanc2,199.0051093,0.378437221,0.314842587,1.201988665,0.22936792,0.642114297
LOC107391015,52.48848345,-0.870292113,0.45614645,-1.907922582,0.056401223,0.325277328
LOC107373168,1.714494792,-0.840521013,1.25637732,-0.66900365,0.503493149,NA
LOC107377112,2.704077897,-0.383267735,0.93864714,-0.408319291,0.683039278,NA
dusp23,75.07864972,-0.734934602,0.454980676,-1.615309486,0.10624369,0.454701321
LOC107378851,17.15753124,-0.500018231,0.712651537,-0.701630749,0.482909471,0.834082312
LOC107396467,1.110180143,-0.588531989,1.255788318,-0.46865541,0.639315964,NA
LOC107376102,1.163893041,-0.279511208,1.301345319,-0.214786347,0.829933898,NA
LOC107383203,4518.325592,-1.071972768,0.375306116,-2.856262454,0.004286606,0.063260442
LOC107391809,10.64805568,0.640029742,0.810498772,0.78967392,0.429718226,0.806153575
p2rx3,19.90716776,0.672935014,0.560547273,1.200496454,0.229946589,0.642720223
adgra3,233.8775929,0.175808626,0.353454549,0.497400943,0.618906341,0.891868934
wars,1244.412094,-0.301296574,0.330379962,-0.911969881,0.361784573,0.763164887
LOC107389452,26.40709117,-3.231925439,0.805206745,-4.013783364,5.98E-05,0.002221265
LOC107394419,42.8501958,0.693428125,0.571248616,1.213881497,0.22479298,0.63735675
LOC107383173,4.732772584,-0.867758655,0.9448695,-0.918389952,0.358414749,0.760762549
LOC107373392,56.15324764,-0.297151713,0.392844433,-0.756410651,0.449403024,0.818121631
tmem8c,3.586253407,-1.10340106,1.013297352,-1.08892129,0.276188597,0.691817516
LOC107386475,133.2565742,0.371417005,0.310585952,1.195858997,0.231751588,0.643806856
mcm10,51.95728651,1.210028517,0.548911917,2.204412912,0.027495318,0.214683834
LOC107393274,1.201594783,-0.279548009,1.302072849,-0.214694599,0.830005433,NA
bckdha,5259.018204,0.420384793,0.198294498,2.120002302,0.034005851,0.242360029
LOC107382730,1.167522154,0.30806444,1.230498419,0.250357445,0.802310936,NA
mxd4,39.92438851,0.574276281,0.383205343,1.498612408,0.133974212,0.504916201
LOC107379150,2.897232869,1.225786568,1.019910712,1.201856745,0.229419036,NA
rnf222,1.159936942,0.293344973,1.230327124,0.238428437,0.811548814,NA
begain,3.743770069,0.140136021,0.799305831,0.175322155,0.860826504,0.968142049
cln3,75.61649611,0.0164331,0.291133874,0.056445167,0.954987176,0.989010198
lhpp,1251.330067,1.152589159,0.418828748,2.751934207,0.005924442,0.07937746
LOC107376234,1.165221503,0.303691161,1.230444983,0.246814092,0.805052104,NA
ecm2,3.2906062,-0.524258826,1.064566412,-0.492462302,0.622392565,0.893148635
LOC107394344,7425.694781,0.7949131,0.475334231,1.672324543,0.094460343,0.429736541
LOC107372571,2.460975396,0.576850352,1.030985103,0.55951376,0.575811143,NA
e2f8,54.65473618,-0.259905298,0.929087598,-0.279742512,0.77967506,0.946477591
LOC107382365,40.9451467,-0.138156213,0.482315974,-0.286443371,0.774538561,0.944752645
LOC107373635,87.58905241,-0.216215272,0.310168325,-0.697090111,0.485746403,0.835589368
LOC107381149,2.770621435,-0.351903016,1.094152977,-0.321621403,0.747739527,NA
LOC107397113,1.295755726,-0.257724578,1.152305678,-0.223659905,0.823021947,NA
pfdn5,783.1320689,0.018218751,0.258482115,0.070483605,0.94380875,0.987881078
pou6f1,41.31269582,0.716118857,0.49530216,1.445822198,0.148227078,0.534083566
LOC107387669,982.0903229,0.667994519,0.296480793,2.253078564,0.024254196,0.199412506
LOC107375772,15.9303235,-0.824965458,0.81092083,-1.017319357,0.309001531,0.722766611
armc8,317.9616023,-0.105108547,0.319986292,-0.328478281,0.742550063,0.933917838
tfcp2,211.3356848,0.00510392,0.276576128,0.018453941,0.985276721,0.996034305
LOC107390953,9.42201113,0.592027532,0.85306227,0.694002715,0.487680506,0.837210837
tmem35,21.97332588,-0.332417218,0.544511102,-0.610487494,0.541538925,0.861553387
LOC107380947,1.201594783,-0.279548009,1.302072849,-0.214694599,0.830005433,NA
esyt2,1.78861066,-1.555248764,1.210258676,-1.285054836,0.198773123,NA
ca14,344.3763029,0.477866127,0.286001865,1.67084969,0.094751371,0.430239718
LOC107385057,49.24960609,-0.941142864,0.555505875,-1.694208659,0.09022564,0.4190012
LOC107372775,17.82770102,0.20036338,0.587975804,0.34076807,0.73327819,0.930900065
ranbp10,110.5078767,-0.099601497,0.292690817,-0.340295941,0.733633673,0.930900065
fxr1,176.9449369,0.037392707,0.304180228,0.122929448,0.902162967,0.978261788
LOC107392438,214.4355416,-0.185562622,0.336375966,-0.551652438,0.581186502,0.878933885
LOC107378046,22.45233497,0.361558339,0.543544854,0.665185837,0.505931638,0.846988424
LOC107384043,1.150071443,-0.648325673,1.25441806,-0.516833816,0.605272172,NA
LOC107378434,2.346284269,-0.105750503,0.980625645,-0.10783983,0.914122747,NA
LOC107395015,38.42249439,0.375066582,0.405758295,0.924359617,0.355299113,0.758164803
ticrr,27.7843481,0.178637241,0.595643841,0.299906134,0.764248756,0.9417573
LOC107385303,54.31122619,0.182507365,0.382188848,0.477531897,0.632983413,0.896320291
nsmce1,139.1988316,0.087292378,0.251885816,0.346555353,0.728925392,0.929878062
csgr18h9orf78,485.4358999,0.008495264,0.209278502,0.040593106,0.96762028,0.992405804
fam131b,1.096562026,-0.279127153,1.2938106,-0.215740351,0.829190146,NA
znf277,369.8375086,0.181360449,0.159636641,1.136082837,0.255921897,0.668882461
znf512b,117.1241348,-0.301520769,0.393239508,-0.76676113,0.443223551,0.815537414
ccdc34,149.1805513,0.363815587,0.272457724,1.335310234,0.181774831,0.581810703
LOC107374206,180.2074727,0.24175084,0.281494011,0.858813439,0.390443452,0.780330933
dhx58,1298.165039,-1.228412743,0.724009752,-1.696679829,0.089757208,0.417501224
LOC107385454,3.537066733,2.804263548,1.216302814,2.305563644,0.021135027,0.182456813
LOC107386914,1.49954335,-0.280642441,1.324167347,-0.211938802,0.832154779,NA
LOC107391695,1614.682953,0.321316882,0.314720896,1.020958209,0.307274239,0.721094072
ttc22,1.311328902,-1.246017399,1.20295665,-1.035795762,0.300297435,NA
LOC107396649,1.924991335,0.698742031,1.204378161,0.5801683,0.561801128,NA
ckb,6447.004681,-2.305204671,0.366694026,-6.286452765,3.25E-10,4.76E-08
LOC107379603,22.35133312,-0.053630967,0.539346233,-0.099436992,0.920791313,0.983701143
LOC107392110,326.0668938,-0.014120592,0.297173082,-0.047516388,0.962101669,0.990707712
dus3l,313.6521205,-0.066400959,0.403667617,-0.164494144,0.869342156,0.969089662
pik3c3,334.4124615,-0.210846125,0.252044652,-0.836542744,0.402849641,0.788488357
larp7,207.1139133,0.278108839,0.27424361,1.014094142,0.310537833,0.723394338
LOC107381078,5.177700029,-1.412309732,0.980098126,-1.440988095,0.149588046,0.536277771
LOC107385790,5.952162635,-1.382311394,1.019073438,-1.35643943,0.174959395,0.572606125
flrt1,1.29685512,-0.259660152,1.15232553,-0.225335763,0.82171808,NA
LOC107377746,6.249413342,-0.16557583,0.989379683,-0.167353174,0.867092167,0.969014776
anapc13,184.4588322,-0.116495362,0.238134923,-0.489198983,0.62470083,0.89429959
ache,3.679359111,0.647718564,1.078012369,0.600845206,0.547943091,0.864459708
cpped1,578.0430198,0.293117969,0.192338209,1.5239716,0.127515806,0.494313893
csgr03h7orf55,1202.525532,0.617851447,0.229343338,2.694002157,0.007059971,0.088972729
LOC107395203,6.258153601,0.878184024,0.769715026,1.140920983,0.253902807,0.66699327
mfsd3,342.2185601,0.140610464,0.265394521,0.529816756,0.596238986,0.884543128
eea1,85.86968135,-0.145454401,0.508945686,-0.285795527,0.775034734,0.944752645
LOC107376805,2.392525622,-1.828524252,0.971792047,-1.881600346,0.059890299,NA
LOC107378653,65.16958094,0.065248479,0.42310647,0.154212909,0.877441864,0.971999696
gfod1,1.429031016,1.07079685,1.206960266,0.88718484,0.374979393,NA
tyro3,275.8787999,0.419730911,0.333594374,1.258207404,0.208316758,0.618752441
thnsl2,2.654842421,-0.062953982,1.197652311,-0.052564489,0.958078911,NA
sde2,447.408764,0.131455595,0.245445367,0.535579859,0.592248951,0.883171252
LOC107390931,1632.775743,-0.576178376,0.462416249,-1.246016715,0.212758259,0.622032884
LOC107379156,935.4490129,-0.467893157,0.799019217,-0.585584361,0.55815486,0.87153354
LOC107390159,4.143696222,-0.523501823,0.824805231,-0.634697507,0.52562572,0.85578666
LOC107385896,5.669032128,2.001757109,1.254440679,1.595736763,0.110547577,0.46223738
nbas,247.4958516,-0.758277013,0.348455041,-2.176111476,0.029546926,0.223714049
LOC107377236,10.79441039,-0.764123251,0.73328986,-1.042048026,0.297389413,0.710880167
LOC107378481,1.176546649,-0.84274553,1.228388248,-0.686057956,0.492676562,NA
LOC107390964,1.562996813,-1.24611196,1.199788257,-1.038609899,0.2989862,NA
xiap,721.5129656,0.697206842,0.201308689,3.46337182,0.000533451,0.013083192
pan3,79.7228654,-0.137293251,0.283619208,-0.484075997,0.628331935,0.895193787
hdac3,670.8008832,0.10492946,0.205605517,0.5103436,0.609810762,0.889137422
LOC107387150,39.43030767,0.096045916,0.416806884,0.230432652,0.817755591,0.957275852
LOC107391824,906.0331401,0.133999233,0.257120179,0.52115409,0.602259433,0.886533081
LOC107384528,1.608142924,1.055824728,1.17037691,0.902123683,0.36699117,NA
asb10,1.87061069,-0.64195154,1.028293672,-0.624288136,0.532438374,NA
LOC107375972,190.6447768,0.182367866,0.393245469,0.463750712,0.64282636,0.899084793
LOC107372491,26.15653351,-0.215589217,0.550051292,-0.391943843,0.695099708,0.92039557
LOC107378354,6.478130125,-0.280497745,0.824098405,-0.340369237,0.733578483,0.930900065
scrn3,710.5293848,-0.332038998,0.431899928,-0.768786879,0.44201984,0.814750083
LOC107382233,1162.48661,-0.912983653,0.939064058,-0.972227235,0.330937514,0.738693857
dnajc5g,221.5930247,0.489243405,0.437446626,1.118407084,0.26339317,0.678061512
slc48a1,473.1344073,0.186443584,0.317798888,0.586671606,0.557424281,0.87153354
LOC107387070,2.255186009,0.488239894,1.127185541,0.433149536,0.664906137,NA
LOC107394299,6.330207744,-0.658942047,0.824503414,-0.799198688,0.424175213,0.802458383
LOC107384574,354.320044,-0.313317851,0.370581576,-0.845476061,0.397845093,0.784881946
LOC107374602,118.3442779,0.184991635,0.279352127,0.662216668,0.507832374,0.847917481
LOC107378333,2.722891139,1.052417092,1.087632959,0.967621552,0.33323341,NA
LOC107386251,449.9153673,0.431501533,0.259523807,1.662666477,0.096379216,0.433723007
cpa1,7784.950685,0.530334932,0.553775242,0.957671799,0.338228282,0.743532858
LOC107394545,298.2223195,-0.59638201,0.289702658,-2.058600406,0.039532534,0.26622398
csgr16h14orf80,36.65505606,0.083595614,0.654907018,0.127645012,0.898429908,0.977638511
six1,3.669559383,-0.181529741,0.853403186,-0.212712753,0.831551019,0.9609034
il10,10.65615669,-2.579321373,1.357014576,-1.900732253,0.057337092,0.328179893
lsm10,136.7038858,0.118577642,0.355013596,0.334008736,0.738372967,0.932961015
samd14,1.693732458,0.317395122,1.260331795,0.251834575,0.801168931,NA
bub1b,56.01763815,0.200796859,0.557132853,0.36041109,0.718539735,0.9263078
LOC107381657,50.59950614,-0.308269464,0.454079032,-0.67888945,0.497207911,0.842471414
LOC107384602,28.28627776,0.452782254,0.553511438,0.818017881,0.413346977,0.795902769
rragc,795.2998334,-0.310215442,0.229849865,-1.349643785,0.177130272,0.576198453
LOC107382104,52.27702766,-0.214835616,0.60162748,-0.357090763,0.721023859,0.926530551
LOC107390309,1.953545196,-2.207473789,1.081117437,-2.041844589,0.04116695,NA
LOC107383565,651.5088174,-0.441879499,0.305198021,-1.447845229,0.14766034,0.532718851
lpin1,11.63671417,0.894881773,0.959702037,0.932457928,0.35109992,0.754526487
LOC107372761,82.08433366,0.38247701,0.314895475,1.21461577,0.224512671,0.63730543
pik3r4,122.4280925,0.302397007,0.309840182,0.975977374,0.329075677,0.737559291
ppie,320.4292437,0.105411034,0.259177542,0.406713612,0.684218342,0.91510712
LOC107377839,138.40845,-0.27745237,0.377612494,-0.73475421,0.462489199,0.823502739
csgalnact2,490.344767,-0.365955894,0.424751381,-0.861576701,0.388920497,0.779071198
acads,828.4637692,0.313398094,0.226344917,1.384604076,0.166173565,0.560685845
nsun5,180.2849335,0.099066487,0.439528,0.225392891,0.821673641,0.957936093
pet117,19.8915692,0.542580464,0.534035238,1.01600124,0.309628796,0.722888455
cfap99,6.815189149,0.176979164,0.850762729,0.208024115,0.835210138,0.962146104
LOC107384481,5.40194964,-0.460656121,0.699098831,-0.658928466,0.509941705,0.848399472
LOC107374686,16.28786618,-0.615447,0.525606888,-1.170926435,0.241628348,0.654734372
LOC107372857,1.106217593,0.043988769,1.256410309,0.035011468,0.972070596,NA
glod4,398.5871895,0.271436446,0.340606859,0.796920081,0.425497448,0.803158925
LOC107393590,1.673517371,-0.277186189,1.257199084,-0.220479153,0.825498006,NA
LOC107396580,2.108464804,-1.237800237,1.205476786,-1.026813832,0.304508135,NA
LOC107379810,1.429031016,1.07079685,1.206960266,0.88718484,0.374979393,NA
LOC107392430,199.0123009,0.245934032,0.350018203,0.702632119,0.482285041,0.833841492
ucma,5.902275792,-1.340182319,1.068408504,-1.254372568,0.209706618,0.61975296
LOC107389598,2.55553767,0.723168677,1.120171056,0.645587719,0.518546393,NA
clcn4,189.215044,-0.411228632,0.260934801,-1.575982318,0.115029878,0.47043103
LOC107380199,5.009053654,-0.97609367,0.933056652,-1.046124763,0.295503433,0.708568882
cfap77,33.04673489,0.611224846,0.376566082,1.623154275,0.10455643,0.452201088
LOC107386721,1.399878931,-0.278163151,1.275312775,-0.218113671,0.827340546,NA
LOC107380338,131.0430503,-1.738992619,0.831586402,-2.09117491,0.036512388,0.253103072
LOC107394713,9.272027407,0.946032661,0.746973293,1.266487931,0.205338448,0.614895465
LOC107381719,2867.528222,0.543107069,0.22078992,2.45983634,0.013900039,0.140602101
mrps9,261.4917808,0.265478469,0.281952837,0.941570483,0.346412587,0.749964318
mcrs1,912.8432857,-0.621921536,0.322177909,-1.930366791,0.053561407,0.317184097
tacc2,49.92729405,-0.737209673,0.441237816,-1.670776272,0.094765877,0.430239718
LOC107386109,9548.7689,0.856327397,0.353123525,2.425008071,0.015308046,0.149885301
znf608,1.54213316,-1.238453249,1.189883384,-1.040819013,0.297959554,NA
LOC107373683,1.167522154,0.30806444,1.230498419,0.250357445,0.802310936,NA
isyna1,43.7402557,-1.069510701,0.582518454,-1.836011709,0.066355925,0.355167638
LOC107384176,548.9805424,-0.015671642,0.19436698,-0.080629139,0.935736892,0.98568196
LOC107390516,4.614894451,-0.983460026,0.802029035,-1.226214992,0.220117781,0.63147201
LOC107386554,1.531792254,1.070822746,1.203781986,0.889548738,0.373708242,NA
LOC107387056,3.025357716,0.414262859,1.038596483,0.398867959,0.6899905,NA
LOC107373603,54.64338621,-0.569828668,1.415427912,-0.402584026,0.687254263,0.916270119
LOC107374496,33.67158218,-2.691719075,1.459092206,-1.844790249,0.065068056,0.351121965
txndc17,817.507721,0.08992307,0.253725819,0.354410402,0.72303134,0.9272958
aldh16a1,2146.977518,0.594809367,0.2647707,2.246507514,0.024671519,0.201973856
LOC107384303,4.885227437,-0.828054494,0.931569388,-0.888881177,0.374066943,0.770119489
abhd6,3405.749434,-3.972149147,0.5212869,-7.6198906,2.54E-14,5.85E-12
metap1,2312.955017,0.170289451,0.275902392,0.617209042,0.537096852,0.859393736
LOC107376303,72.61731008,0.336226688,0.317480387,1.059047115,0.289578323,0.703135704
LOC107392450,6.27140593,-1.854789508,0.969988685,-1.912176436,0.055853567,0.323588868
LOC107379081,2.251898081,1.73674786,1.085167547,1.60044213,0.109500535,NA
LOC107373578,1211.748867,-11.4220597,0.890719763,-12.82340437,1.21E-37,1.02E-34
LOC107382802,1.883669847,-0.024511397,1.037048869,-0.02363572,0.981143179,NA
LOC107376868,15.43118612,0.600805408,0.706722041,0.850129716,0.395252972,0.783261701
LOC107374393,772.9027959,0.281810172,0.507760337,0.555006272,0.578890371,0.878466757
des,5.571360582,0.982590521,1.101324577,0.89218977,0.372291225,0.769368998
LOC107389156,74.26448916,0.156672959,0.499668002,0.313554117,0.753859713,0.937738533
nwd2,6.010759761,0.13155024,0.926129957,0.142042959,0.887046073,0.974976892
LOC107375663,285.7405629,-2.373516996,0.98084948,-2.419858546,0.015526546,0.151309469
samd4a,325.5526668,1.23889255,0.391235186,3.166618427,0.001542225,0.030250819
ipp,187.9980425,0.3508423,0.347434969,1.009807105,0.312587716,0.725403137
ptdss1,3.450128994,-0.22294792,0.995184589,-0.224026701,0.822736527,0.958399954
ostm1,239.9059835,-0.537371724,0.399150355,-1.346288981,0.178209338,0.578120744
etv4,4.155563704,-1.653072878,1.004990668,-1.644863909,0.099997879,0.442074892
ccdc124,553.8268821,0.053654046,0.210687617,0.254661602,0.798984476,0.953982407
LOC107389239,1528.464155,0.216635464,0.223491043,0.96932504,0.33238304,0.739883967
LOC107374005,146.4823935,0.755595081,0.20708054,3.648798096,0.00026347,0.007463021
LOC107394138,1.286502163,0.30809477,1.229794491,0.250525411,0.802181056,NA
LOC107390438,4.094119712,0.194267607,0.954897399,0.203443435,0.838788453,0.962692122
stc2,63.67603279,0.613861877,0.378220353,1.623027085,0.104583615,0.452201088
LOC107388235,41.18240429,-0.544658983,0.859181409,-0.633927804,0.52612794,0.85578666
adamts8,4.346224527,0.450992479,1.19278696,0.378099774,0.705356477,0.923258363
LOC107378804,2.454337089,-1.50319047,0.998288651,-1.505767363,0.132126904,NA
LOC107386866,196.6749626,-0.573709366,0.316040247,-1.815304762,0.069477088,0.364101479
mospd2,1174.071736,-0.065429644,0.226023084,-0.289482133,0.772212451,0.94409819
LOC107380659,5.05766139,1.011968128,0.771332204,1.311974429,0.189528762,0.593138725
slc25a18,237.5137568,-0.07406921,0.200171214,-0.37002928,0.711360674,0.925284655
gtf2h3,234.7784152,0.182236657,0.259305621,0.702787142,0.482188411,0.83375572
trpm2,14.72891215,0.605468958,0.661914463,0.914723868,0.360336611,0.761971208
LOC107375190,1.165221503,0.303691161,1.230444983,0.246814092,0.805052104,NA
LOC107389436,1.444173006,-0.278719314,1.28589469,-0.216751275,0.828402186,NA
guf1,132.2155604,-0.049081772,0.346089617,-0.141818099,0.887223687,0.974999778
LOC107387652,1.692365244,-0.23260864,1.112900706,-0.209011136,0.834439546,NA
bmp15,1.14767427,-0.279327139,1.297719228,-0.215244664,0.82957657,NA
LOC107373363,56.91646974,-0.557095747,0.402160534,-1.385257131,0.165973857,0.560685845
efcab14,792.2552264,0.449276758,0.254920731,1.762417498,0.077998784,0.38728104
hmces,172.2922372,-0.138975296,0.220383961,-0.630605311,0.528298626,0.856757932
LOC107373201,37.8478995,-0.256138317,0.404257552,-0.633601811,0.526340719,0.85578666
smarca4,318.229855,-0.098739184,0.422440293,-0.233735242,0.815190526,0.956775113
LOC107372997,5.648914467,-0.69554096,0.956586185,-0.72710747,0.467160123,0.825068058
LOC107386891,3.110770812,-0.60063148,0.921733117,-0.651632744,0.514638119,NA
LOC107386185,97.98900922,0.720331574,0.599243513,1.202068204,0.229337104,0.642114297
LOC107396430,267.738963,0.023313302,0.290782142,0.080174462,0.936098501,0.98568196
