"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"LOC107389036"	2.41885751293066	-1.09350210918459	1.01343077550254	-1.07901016588167	0.280583195850275	NA
"LOC107377724"	1.79654119917071	0.307608106318238	1.24097679438846	0.247875792447694	0.804230510329929	NA
"LOC107394265"	7.57898596179307	1.93012924762466	0.898972941394766	2.14703820187296	0.0317902404290441	0.233396129833461
"LOC107374075"	1.93338687482763	-0.276491081201438	1.24466676563469	-0.222140647469162	0.824204396139493	NA
"nccrp1"	638.3049163468	-0.492278253938226	0.508881557545537	-0.967372950815131	0.33335762705476	0.74027519636005
"LOC107384014"	10.0357354768742	1.51651335152117	0.83985034857952	1.80569473369407	0.0709660357242179	0.368483087982967
"LOC107378638"	2.3460462901117	1.28471101275197	1.09647355250617	1.17167533117014	0.241327430846452	NA
"gng5"	354.138717921591	-0.449067976239791	0.246138278310475	-1.824454039909	0.0680834585779095	0.360392932958892
"il6st"	1436.98088472003	-1.08378562400901	0.539992501016368	-2.00703828658569	0.0447455864560051	0.287077200120004
"LOC107390438"	4.09411971201282	0.194267607187356	0.954897399482518	0.203443435171815	0.838788453233872	0.962692122326173
"LOC107384945"	2.47594918019345	-1.43656759183492	1.11950977715717	-1.28321129582528	0.199418059597621	NA
"anapc15"	90.57947608965	0.328305088294461	0.455275530976726	0.721112965570829	0.470840014478649	0.8277413741582
"LOC107387708"	1.17812096689784	-0.845507198681949	1.22840136086486	-0.688298813090429	0.491264628999682	NA
"LOC107394699"	107.020037146161	0.0822520271767677	0.663520758436547	0.123963005122218	0.901344566710932	0.978249593396881
"LOC107374020"	37.0520854070919	-0.110901160251353	0.658752696610397	-0.168350218256401	0.866307769124841	0.968699452018701
"LOC107395859"	164.858402716617	0.0241303475850845	0.368672239159157	0.0654520330581967	0.947814096469387	0.988296143540174
"erbb3"	76.1277218610863	0.457794361853097	0.594349414657989	0.770244490131329	0.441154877356077	0.814340858346653
"LOC107395601"	1.10506726758462	0.041619665877493	1.25645507581058	0.0331246748719947	0.973575165841866	NA
"meaf6"	680.969936755479	0.0576730173517012	0.309692303366111	0.186226834586591	0.852266881073106	0.965448493500126
"dnajc25"	1696.74898276759	0.0179983474284224	0.314796228993361	0.0571745966779101	0.954406113963992	0.988952057654466
"dcaf15"	206.51602684476	-0.19363856922905	0.298904305636034	-0.64782796894481	0.517096223364304	0.852218914116355
"LOC107395727"	4.90143602675831	-0.0281467118170151	1.00847743077056	-0.0279101058270672	0.977733848299968	0.994218178578681
"nxt2"	408.431444940763	0.268652278995934	0.289658776309819	0.927478471111759	0.353678164627375	0.756497295570925
"ascc2"	945.38594541218	-0.125925335216983	0.312602458757501	-0.402828997946778	0.687074027110378	0.916270119179513
"LOC107376603"	3.60901857351283	-1.63657365537364	1.22843929807143	-1.33223811542251	0.182781955357522	0.583124826537655
"hunk"	3.44244347627245	1.22512458936734	0.979325692159608	1.25098789828101	0.210938892684574	0.621125445473069
"trove2"	60.7894417274065	-0.215237595214752	0.383411091937691	-0.561375504623456	0.574541579130144	0.877309452558162
"chgb"	7.5933003678756	-0.64904314973874	0.871142987291441	-0.745047781141815	0.456242835260687	0.822246471175677
"LOC107393140"	5.19626335854031	-1.39763769887406	1.1841004447162	-1.18033711169582	0.237866163410177	0.650271119902672
"LOC107385315"	1.77272390039623	-0.259214777667945	1.09983605551389	-0.235684924465246	0.813677168928566	NA
"LOC107387739"	125.882068920422	0.207180513794902	0.389059031272535	0.532516911681127	0.594368031964009	0.883801588493569
"LOC107390659"	29.5051193055902	-0.408310394877262	0.648418423976608	-0.629702025388459	0.528889557171946	0.857245852630068
"LOC107382288"	1294.93103901496	-0.91758537439197	0.328056770052957	-2.79703227658996	0.00515743807553527	0.072402579156585
"LOC107378265"	1.31132890201623	-1.24601739949314	1.20295664993738	-1.03579576168269	0.300297435289389	NA
"LOC107373617"	71.8358134570577	-0.198252238043415	0.45692460392485	-0.433883919448605	0.664372737539791	0.907321116917403
"LOC107380857"	462.886946458691	-0.49576041436141	0.265891942381665	-1.86451838262097	0.0622489425347271	0.344104250957283
"rrad"	9.57158108671613	-2.65138094811536	1.02887792840421	-2.57696357839813	0.0099672452344187	0.112033228328548
"ahi1"	40.0112245963258	-0.111123227078763	0.391485433161807	-0.283850221913196	0.776525165169314	0.945242275608038
"tub"	1.89236511186805	-0.863736474735277	1.12687939634813	-0.766485284525019	0.443387604485483	NA
"LOC107375945"	1.82283518959801	-0.369335841731852	1.15405678201407	-0.320032642663633	0.74894358555066	NA
"LOC107385487"	105.265934674738	7.818032368659	0.826307595153424	9.46140688348313	3.03827378303872e-21	1.17118849393136e-18
"LOC107375950"	269.902775126439	-0.156860802054277	0.438475773912222	-0.357741091724896	0.720537078692814	0.926307799563618
"LOC107372547"	91.8257657577313	1.07710951107898	0.457905696351256	2.35225182753075	0.0186601369777256	0.169944298350812
"tomm70"	2503.94269319289	-0.0790236812134424	0.295469069405786	-0.267451619800224	0.789121459539728	0.950397454361099
"LOC107383820"	19.2844518391623	-0.00981728208569881	0.47970000313767	-0.0204654617917135	0.983672063800183	0.995688608020599
"scyl3"	512.7930162274	0.321265091745547	0.217753524390238	1.4753611572771	0.140115472359494	0.517130065857708
"hmgb1"	5324.40855367122	0.0654990623169076	0.271114367853048	0.241591999847127	0.809096321687555	0.955569403984563
"LOC107377130"	3.02500534322219	0.438197944466671	0.996026945476853	0.439945873408958	0.659976310041351	NA
"LOC107391041"	619.409870248742	0.582048302315973	0.490020679086746	1.18780355025167	0.234910815364136	0.64757946957665
"sap18"	570.324324698171	0.152804295495839	0.261324840098714	0.584729317879304	0.558729737471223	0.871533539540959
"LOC107391825"	161.124712642368	0.238963476722763	0.320008074431801	0.746742022516341	0.455219298475557	0.821284102676906
"LOC107388802"	2.1762730922329	-0.270989517176907	1.22190552028206	-0.22177616246005	0.824488136982991	NA
"LOC107396089"	2.37042755148359	-0.966162862863695	1.07587041407861	-0.898029028608554	0.369170073696294	NA
"apbb1"	40.606510081499	-1.37120189210488	0.502645180767156	-2.72797182698956	0.00637250503406897	0.0834732011105382
"LOC107397167"	6.43931553377666	-0.951612658608243	0.985856826727352	-0.965264562570626	0.334412316602155	0.740500822434944
"morn3"	1.35519382347422	0.3034869675707	1.23433440044072	0.245870946691868	0.805782134738711	NA
"rassf7"	440.207938676948	0.678691107918011	0.402916269256038	1.68444701717103	0.0920953107538158	0.42471881977418
"myl6"	483.139040701884	-0.0987997733102441	0.241366550105446	-0.409334985593825	0.682293844198499	0.914541667510729
"LOC107375852"	618.953553962008	0.223303018242372	0.255137275254103	0.875226946042962	0.38145043435512	0.77573923912299
"LOC107389228"	19.8859021756771	0.676395687124877	0.593319906941881	1.1400185283032	0.254278582027332	0.667210452509116
"LOC107385945"	1.16522150338979	0.30369116144312	1.23044498306539	0.246814092155943	0.805052103868253	NA
"LOC107374710"	137.022177919409	-4.49080551230191	0.677429403133189	-6.62918599566452	3.3754304821908e-11	5.64652201039691e-09
"LOC107381639"	35.2097978041037	0.0267534186422365	0.531498913241294	0.0503357918063902	0.959854802171303	0.990006645463269
"LOC107377396"	1.10440303625624	-0.279361579770619	1.29839994863693	-0.215158341668062	0.829643868799092	NA
"dennd4a"	4.0081777163907	-0.433739221327596	0.953710488532621	-0.454791287862365	0.649259398565734	0.901139494170973
"ttc9"	4.48018723102147	1.4461500407707	0.998690041381138	1.44804692231711	0.147603928252559	0.532623698773785
"gucy2c"	2.20352096132485	1.05013754132234	1.14587442586977	0.916450806138942	0.359430498152603	NA
"ppil6"	4.83210987165208	0.441544008259091	0.964893939345722	0.457608852386921	0.647233482449269	0.900136793003172
"LOC107373580"	1.6979178527341	-0.0062233845206782	1.17090226991347	-0.00531503327014483	0.995759236980235	NA
"klhdc1"	625.386855178594	0.746744700586788	0.296694778474671	2.51687847162615	0.0118399660513609	0.126663547364377
"rnf217"	37.2604200781288	-1.30255815215842	0.507812414926185	-2.56503802166348	0.0103164499524842	0.114906589546136
"LOC107377904"	4.590211823248	-0.393480131553638	0.919083491010395	-0.428122292917117	0.668562087164839	0.909103233239217
"LOC107384723"	22.1897072265984	-0.423461950536386	0.813390628226538	-0.520613264821693	0.602636206870321	0.886533080744695
"LOC107396686"	159.289595903762	-1.0859260112172	0.459780622793538	-2.36183509565785	0.0181847291152356	0.167581805727666
"tmbim1"	1196.37045646763	-0.157102678671981	0.19580172596325	-0.802355943999533	0.422347089808995	0.801230151602407
"LOC107373078"	2.86785832353677	-0.237311595644817	1.00364516884358	-0.236449696577779	0.813083736927853	NA
"LOC107385899"	1.17884639474259	-0.279361507937133	1.29839417008212	-0.215159243913937	0.82964316538267	NA
"LOC107373142"	8.28214507900618	-1.51225427358686	0.718079379408139	-2.10597089535325	0.0352068805781632	0.248028766949539
"LOC107396646"	56.1997052202825	-0.121261862016883	0.652313910764478	-0.185894950292828	0.852527142264876	0.965477450692162
"cenpi"	54.5954515398144	0.217110684515351	0.5461358985817	0.397539669300592	0.690969539595232	0.91814005196606
"LOC107377719"	2.11393965375067	1.60627396863041	1.09825659205364	1.46256710886371	0.143585868771353	NA
"plagl2"	53.7676931122227	0.0687210686185178	0.42850688437986	0.160373312830135	0.872587010780749	0.970623729701038
"msh6"	62.016826812436	0.20959697299013	0.712432699572441	0.294198979238204	0.768605860599114	0.943172954610313
"LOC107376431"	21.5068425382838	-0.997388286323148	0.525045650960749	-1.8996220319092	0.0574827388139073	0.328589272936236
"tfg"	3197.36288645102	-0.114125836182672	0.356631397619865	-0.320010624258941	0.748960276730138	0.93592111474788
"LOC107376026"	680.913577765003	0.231894641302049	0.231830815747588	1.00027531091695	0.317177291839267	0.728670439103547
"LOC107385855"	1.3059814773863	-1.23791599936297	1.20261407506753	-1.02935432490549	0.303313204028184	NA
"LOC107387692"	7.08034212545265	-0.894611244777847	0.83122896470381	-1.07625128907367	0.281814887253554	0.695206118639401
"fnbp4"	263.998306583027	-0.217711205222943	0.249355952050308	-0.873094078696864	0.382611801109737	0.776255429894491
"LOC107380003"	76.8790164277267	-0.421760235171381	1.16292059302369	-0.362673288014248	0.716848956125993	0.926107005764753
"LOC107395226"	271.970193485946	0.0085185833299621	0.279932729508939	0.030430822951305	0.975723463072863	0.993313150029165
"zwilch"	28.6182385234873	-0.0134661614240584	1.25786799030676	-0.0107055442445708	0.991458374689973	0.997139340597035
"LOC107372464"	127.960666846005	-0.111985539217729	0.346770625140614	-0.322938366455692	0.746741919476352	0.935379183113498
"LOC107389742"	161.187095660306	-0.171399510128175	0.355221907823042	-0.482513905683881	0.629440922487445	0.895713385782033
"LOC107395903"	1.92477155667396	-0.279999494967734	1.31106754642181	-0.2135660330636	0.830885489928936	NA
"LOC107386829"	60.4864818245262	-0.602886023247576	0.404559437085424	-1.49022854982932	0.136164151990609	0.509388495263777
"lcp1"	937.051519566471	-1.05902146162181	0.704442229064427	-1.50334749668302	0.132749458077709	0.502966704588571
"LOC107386852"	6.74156691814463	-2.16142948831709	0.989147699794017	-2.18514331961464	0.0288783398526049	0.220815317924274
"csgr16h14orf132"	1.84295143934887	-0.655169083755986	1.11969806392042	-0.585130138978742	0.558460214818608	NA
"ptch1"	4.64308589095714	-0.887299084981107	1.11630439475194	-0.794854064135683	0.426698397677506	0.803890351425578
"atp13a1"	1906.53805723446	-0.119559319689117	0.403242720923984	-0.296494675502538	0.766852332608202	0.942787600485934
"LOC107393351"	1249.58540956799	0.0301413321283774	0.288849082401564	0.104349758973699	0.91689179146228	0.982701314275343
"LOC107384924"	5304.67105363656	0.1960024410649	0.216893032002622	0.90368251693088	0.36616377217876	0.766475741739319
"polr2b"	2137.82711759755	0.0573200872853462	0.188574973141364	0.303964446238455	0.761154978105457	0.940900703692543
"LOC107385419"	2782.96213123791	-0.136346562533774	0.23787018978591	-0.57319735043929	0.566511078163317	0.873697648990814
"LOC107384418"	12.9952870714403	-1.05049060552816	0.849724428798987	-1.23627210178356	0.216357437523049	0.626075856793531
"LOC107376247"	21.0070738288516	-0.488866444701326	0.755810882136924	-0.646810539852431	0.517754570096095	0.852760917420022
"LOC107373943"	122768.773751334	-1.86575970455254	1.02663012439037	-1.81736309915945	0.0691615340789895	0.363408940553237
"LOC107387114"	13.8016924442441	-1.6027586124257	1.03312738081842	-1.5513659227152	0.120814016875519	0.481951439198357
"LOC107377133"	174.946127961639	-1.08681860239474	0.586224843987816	-1.85392791441867	0.0637494736772609	0.348688909583041
"ggnbp2"	973.89910513071	0.308694578043878	0.213567319196416	1.44542048476983	0.148339812930757	0.534083566068667
"LOC107373940"	38.7117774723961	0.11122084914329	0.501521211854069	0.221766989141134	0.824495278437613	0.95870403656048
"LOC107373892"	1.98996650472603	0.167120075313238	1.10531403011977	0.151196918485807	0.879820381043505	NA
"LOC107377267"	8.89035349376217	1.32091110553861	0.845515282456867	1.56225574267606	0.118227753552024	0.476626654804309
"LOC107393308"	3941.76891236192	0.555726785154083	0.347979117862758	1.59701187981418	0.110263059142728	0.462237380032646
"mid2"	24.5964004138912	-0.0467283201201887	0.513262810911552	-0.091041702470513	0.927459454848227	0.984866395905719
"LOC107377404"	10.67800768902	0.547322361246102	0.819753029593045	0.667667384550945	0.504345933759854	0.846640357609556
"LOC107395206"	6.48203651779618	0.568807050864276	0.824276674409498	0.690068114898147	0.490151353394657	0.837920484729019
"sin3a"	35.2895926028558	-0.383173252016357	0.604387722775162	-0.63398582991882	0.526090069748846	0.855786659861348
"LOC107397209"	10.9445680595799	0.738809115972607	0.555713682759136	1.32947800080141	0.183690319007469	0.585053285876722
"LOC107390430"	899.733982996514	-0.393179727254387	0.298507120708625	-1.31715359526774	0.187787145045287	0.590397456727489
"LOC107378639"	467.3820541221	0.082949687670369	0.22280911990881	0.372290360934589	0.709676674541716	0.924749176438398
"fancf"	50.6232043572318	0.248376559579405	0.413213019347623	0.601085996688923	0.54778270976114	0.864459708029
"rnf185"	437.996956013775	0.32484564878878	0.197412218649332	1.64551946688676	0.0998627315364842	0.441697669145657
"LOC107373967"	1.33723704072442	-0.278037189704474	1.27294962958509	-0.218419632043963	0.827102170624026	NA
"wbp2nl"	2558.53400867627	0.0284338728886262	0.206408631119032	0.137755251485724	0.890433851231594	0.975784750635846
"LOC107374732"	26.8291526277747	-1.34798204202654	1.01864705075294	-1.32330628261298	0.185733543246381	0.587429343562272
"tlcd1"	4.59883532713681	-0.790887492184377	1.14960527892052	-0.687964388026316	0.491475207588279	0.838771740226696
"mmp11"	4.79318298601291	0.360069369321934	0.867322431303368	0.415150532635066	0.678031708863117	0.913088597811807
"dhx16"	173.585544349011	0.0333792770826702	0.388337413826987	0.0859543167724277	0.931502732697599	0.985158576203921
"pan2"	253.563567702378	-0.0561054382204307	0.325224179293901	-0.172513121079257	0.863034146872954	0.968273940996818
"LOC107388893"	1.74710997846158	-1.91984365417857	1.19548140869005	-1.6059167798203	0.108292196168105	NA
"itgb1bp1"	706.917016603113	-0.188263829289073	0.274834966191529	-0.685006831182734	0.493339610310058	0.839313887988478
"LOC107382353"	101.491853010096	-0.0287541206259756	0.317302882610161	-0.0906204204306045	0.927794205535299	0.984873857298416
"LOC107393218"	90.8402541830958	0.979091822226657	1.20262471722701	0.814129136214851	0.415570976063593	0.797422148037001
"popdc2"	6.55380753556732	1.09388940388104	0.781723715188459	1.39932994564112	0.16171406367693	0.554430351337844
"ckb"	6447.00468093445	-2.30520467126945	0.366694025630037	-6.28645276483234	3.24801779774698e-10	4.75982244542558e-08
"spic"	6.64448784717546	0.830529626254629	0.772488730616067	1.07513494157031	0.282314317675881	0.69556724760716
"ncf4"	156.801957915487	-1.51884156351206	0.552801822714723	-2.74753356646559	0.00600453623067504	0.0797546340391983
"plppr5"	2.03120250640632	0.713047748755769	1.13065897520305	0.630647935755977	0.528270748466142	NA
