"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"LOC107375582"	1.28106471450573	0.776793863097361	1.18121058531377	0.657625213281523	0.510778989033289	NA
"LOC107388276"	1.84096067711674	-0.237985927963876	1.26249640207384	-0.188504242525324	0.850481390079991	NA
"LOC107382448"	1.11151699933865	-0.238137253871193	1.29506430172989	-0.183880640948175	0.854107092129425	NA
"LOC107377727"	40.269261781289	-2.25264364645735	0.813449769933204	-2.76924738283757	0.00561859561878177	0.0479348551512168
"pex1"	301.760933171733	0.145252707015447	0.279780900282189	0.519165914717352	0.603645046068473	0.8308636078376
"LOC107393665"	19.5067618410344	0.245587115381532	0.554777934342871	0.442676429934848	0.657999793297946	0.860227932514161
"LOC107377394"	3.08314326606447	1.6773485118334	1.13500679030148	1.47783125719263	0.139452949774224	0.405591241445625
"zbtb41"	106.197090755147	-0.85052422981984	0.354674682467171	-2.39804043497964	0.0164830455755186	0.103524693434903
"LOC107377691"	310.380720779879	-0.0465204656081371	0.281033908095392	-0.165533283593475	0.868524254654273	0.952967261209303
"tuba4a"	1455.70878048065	-0.0856687561637985	0.428742242463498	-0.199814125315847	0.841625953697515	0.942396358630268
"nup107"	698.922755648052	-0.582805712018166	0.292188629567912	-1.99462146381266	0.0460841808105998	0.206040739500147
"pcif1"	180.141600865002	-0.245579748143099	0.428334867983362	-0.573335879236985	0.566417296479302	0.810136462610496
"LOC107380988"	12905.5834663712	0.881058135762083	0.257282459590197	3.42447805095397	0.000615981600433944	0.00912174872036248
"LOC107373113"	43.3935544545447	-0.411251660199922	0.467658060963938	-0.87938537689749	0.379192358101455	0.681698342406593
"LOC107395481"	10.2794293078893	-0.30774083918538	0.595405363587702	-0.516859366753169	0.605254334247186	0.831944266076962
"cnksr1"	649.602120785269	0.109337119309663	0.29756472526273	0.367439787135808	0.713290998115606	0.888044845944735
"LOC107376497"	335.239254805212	0.934839258962697	0.28126650757644	3.32367784212144	0.000888387579675358	0.012170651893536
"LOC107391344"	204.104029038078	-0.303692382581466	0.383368686796917	-0.792167939220194	0.42826276000781	0.720909707393546
"mmp23b"	5.21951541586326	0.72131526904107	1.06883403357142	0.674861808648489	0.499763566753423	0.770465298482072
"LOC107394246"	785.570332400872	-0.21501627868165	0.23326908901557	-0.921752125791935	0.356657884329056	0.661251155120719
