"","enrichment","pvalue"
"1",0.1,0.714851027231632
"2",0.114285714285714,1
"3",0.2,0.0628335901964919
"4",0.128571428571429,0.853722016917631
"5",0.128571428571429,0.853722016917631
"6",0.157142857142857,0.356689442976145
"7",0.185714285714286,0.0992339362413287
"8",0.114285714285714,1
"9",0.242857142857143,0.00476630232532172
"10",0.214285714285714,0.0255549007497743
"11",0.1,0.714851027231632
"12",0.171428571428571,0.197673553809457
"13",0.1,0.714851027231632
"14",0.2,0.0628335901964919
"15",0.0714285714285714,0.269022317619996
"16",0.228571428571429,0.00970727196222051
"17",0.171428571428571,0.197673553809457
"18",0.1,0.714851027231632
"19",0.128571428571429,0.853722016917631
"20",0.171428571428571,0.197673553809457
"21",0.1,0.714851027231632
"22",0.242857142857143,0.00476630232532172
"23",0.171428571428571,0.197673553809457
"24",0.142857142857143,0.580149125271865
"25",0.185714285714286,0.0992339362413287
"26",0.228571428571429,0.00970727196222051
"27",0.2,0.0628335901964919
"28",0.185714285714286,0.0992339362413287
"29",0.128571428571429,0.853722016917631
"30",0.1,0.714851027231632
"31",0.1,0.714851027231632
"32",0.214285714285714,0.0255549007497743
"33",0.114285714285714,1
"34",0.128571428571429,0.853722016917631
"35",0.0571428571428571,0.138310368799594
"36",0.0857142857142857,0.463453025816352
"37",0.157142857142857,0.356689442976145
"38",0.0857142857142857,0.463453025816352
"39",0.128571428571429,0.853722016917631
"40",0.185714285714286,0.0992339362413287
"41",0.128571428571429,0.853722016917631
"42",0.157142857142857,0.356689442976145
"43",0.185714285714286,0.0992339362413287
"44",0.128571428571429,0.853722016917631
"45",0.142857142857143,0.580149125271865
"46",0.171428571428571,0.197673553809457
"47",0.128571428571429,0.853722016917631
"48",0.128571428571429,0.853722016917631
"49",0.214285714285714,0.0255549007497743
"50",0.114285714285714,1
"51",0.142857142857143,0.580149125271865
"52",0.185714285714286,0.0992339362413287
"53",0.128571428571429,0.853722016917631
"54",0.157142857142857,0.356689442976145
"55",0.185714285714286,0.0992339362413287
"56",0.185714285714286,0.0992339362413287
"57",0.157142857142857,0.356689442976145
"58",0.0714285714285714,0.269022317619996
"59",0.142857142857143,0.580149125271865
"60",0.157142857142857,0.356689442976145
"61",0.128571428571429,0.853722016917631
"62",0.128571428571429,0.853722016917631
"63",0.142857142857143,0.580149125271865
"64",0.171428571428571,0.197673553809457
"65",0.185714285714286,0.0992339362413287
"66",0.157142857142857,0.356689442976145
"67",0.114285714285714,1
"68",0.157142857142857,0.356689442976145
"69",0.142857142857143,0.580149125271865
"70",0.185714285714286,0.0992339362413287
"71",0.142857142857143,0.580149125271865
"72",0.114285714285714,1
"73",0.2,0.0628335901964919
"74",0.171428571428571,0.197673553809457
"75",0.171428571428571,0.197673553809457
"76",0.214285714285714,0.0255549007497743
"77",0.157142857142857,0.356689442976145
"78",0.142857142857143,0.580149125271865
"79",0.1,0.714851027231632
"80",0.185714285714286,0.0992339362413287
"81",0.1,0.714851027231632
"82",0.171428571428571,0.197673553809457
"83",0.185714285714286,0.0992339362413287
"84",0.128571428571429,0.853722016917631
"85",0.157142857142857,0.356689442976145
"86",0.128571428571429,0.853722016917631
"87",0.114285714285714,1
"88",0.171428571428571,0.197673553809457
"89",0.114285714285714,1
"90",0.1,0.714851027231632
"91",0.1,0.714851027231632
"92",0.1,0.714851027231632
"93",0.1,0.714851027231632
"94",0.114285714285714,1
"95",0.114285714285714,1
"96",0.214285714285714,0.0255549007497743
"97",0.157142857142857,0.356689442976145
"98",0.185714285714286,0.0992339362413287
"99",0.185714285714286,0.0992339362413287
"100",0.185714285714286,0.0992339362413287
"101",0.2,0.0628335901964919
"102",0.142857142857143,0.580149125271865
"103",0.2,0.0628335901964919
"104",0.142857142857143,0.580149125271865
"105",0.114285714285714,1
"106",0.228571428571429,0.00970727196222051
"107",0.185714285714286,0.0992339362413287
"108",0.2,0.0628335901964919
"109",0.157142857142857,0.356689442976145
"110",0.157142857142857,0.356689442976145
"111",0.157142857142857,0.356689442976145
"112",0.114285714285714,1
"113",0.185714285714286,0.0992339362413287
"114",0.2,0.0628335901964919
"115",0.185714285714286,0.0992339362413287
"116",0.157142857142857,0.356689442976145
"117",0.128571428571429,0.853722016917631
"118",0.142857142857143,0.580149125271865
"119",0.214285714285714,0.0255549007497743
"120",0.142857142857143,0.580149125271865
"121",0.185714285714286,0.0992339362413287
"122",0.114285714285714,1
"123",0.114285714285714,1
"124",0.142857142857143,0.580149125271865
"125",0.185714285714286,0.0992339362413287
"126",0.157142857142857,0.356689442976145
"127",0.128571428571429,0.853722016917631
"128",0.128571428571429,0.853722016917631
"129",0.128571428571429,0.853722016917631
"130",0.142857142857143,0.580149125271865
"131",0.185714285714286,0.0992339362413287
"132",0.157142857142857,0.356689442976145
"133",0.157142857142857,0.356689442976145
"134",0.114285714285714,1
"135",0.2,0.0628335901964919
"136",0.0857142857142857,0.463453025816352
"137",0.142857142857143,0.580149125271865
"138",0.128571428571429,0.853722016917631
"139",0.142857142857143,0.580149125271865
"140",0.185714285714286,0.0992339362413287
"141",0.185714285714286,0.0992339362413287
"142",0.2,0.0628335901964919
"143",0.128571428571429,0.853722016917631
"144",0.142857142857143,0.580149125271865
"145",0.171428571428571,0.197673553809457
"146",0.185714285714286,0.0992339362413287
"147",0.1,0.714851027231632
