bodyparts_coords,fishhead_x,fishhead_y,fishhead_likelihood,fishtail_x,fishtail_y,fishtail_likelihood,redlight_x,redlight_y,redlight_likelihood,fooddrop_x,fooddrop_y,fooddrop_likelihood,fishnum,recordingnum
0,44.71457290649414,152.00677490234375,0.9296444654464722,49.33585739135742,152.91873168945312,0.00040283799171447754,646.6474609375,21.649106979370117,4.57763671875e-5,0.6166481971740723,139.54710388183594,2.440810203552246e-5,1,053
1,37.246952056884766,162.89915466308594,0.0460776686668396,1.1960058212280273,125.56529235839844,4.6879053115844727e-5,648.96435546875,28.186508178710938,3.17990779876709e-5,0.4734203815460205,138.90406799316406,2.0623207092285156e-5,1,053
2,41.92593002319336,159.53416442871094,0.8042901754379272,51.01081085205078,165.9938507080078,0.0005137026309967041,650.44775390625,220.7964630126953,4.3779611587524414e-5,1.0966148376464844,139.36643981933594,3.147125244140625e-5,1,053
3,51.960296630859375,157.578125,1.0,53.09440231323242,161.79940795898438,0.00921979546546936,48.541805267333984,155.65090942382812,9.548664093017578e-5,42.83523941040039,150.44192504882812,0.0001710951328277588,1,053
4,53.706153869628906,160.74200439453125,0.9999997615814209,56.95819091796875,161.3318634033203,0.041389405727386475,53.17710494995117,163.8792724609375,0.00012364983558654785,54.493221282958984,150.95130920410156,9.125471115112305e-5,1,053
5,53.624515533447266,164.08042907714844,0.9998890161514282,56.41676712036133,165.4276580810547,0.6674118638038635,54.56272888183594,166.3448944091797,7.963180541992188e-5,61.4394645690918,163.63255310058594,5.1647424697875977e-5,1,053
6,26.23018455505371,155.44000244140625,0.0004685819149017334,27.731340408325195,160.205322265625,1.0,529.5932006835938,205.85165405273438,1.0,11.056928634643555,157.3921356201172,0.000605165958404541,1,053
7,25.295028686523438,155.0750274658203,0.0016380250453948975,25.387561798095703,158.4026336669922,1.0,528.9898071289062,206.2752685546875,1.0,11.129535675048828,156.80242919921875,0.0006346702575683594,1,053
8,8.379138946533203,164.3996124267578,0.0028185248374938965,26.433147430419922,157.1947021484375,0.9999985098838806,530.0703125,205.77072143554688,1.0,9.950889587402344,157.1595001220703,0.0002422034740447998,1,053
9,6.227355003356934,164.17674255371094,0.002514958381652832,24.303516387939453,157.35682678222656,0.9999887943267822,529.9239501953125,206.0451202392578,1.0,6.0909104347229,145.84092712402344,0.0004898607730865479,1,053
10,7.36767053604126,162.8332061767578,0.002208888530731201,27.845129013061523,155.24281311035156,0.9999990463256836,529.92578125,206.11328125,1.0,5.683437824249268,145.29090881347656,0.00044661760330200195,1,053
11,7.355619430541992,163.13970947265625,0.00538557767868042,26.46737289428711,154.4369659423828,0.9999998807907104,529.809326171875,205.94500732421875,1.0,6.958962440490723,145.44088745117188,0.0004913508892059326,1,053
12,7.867424011230469,163.3026123046875,0.01053735613822937,26.852550506591797,154.36744689941406,0.9999992847442627,530.2696533203125,206.11639404296875,1.0,6.947420120239258,145.8046112060547,0.00040978193283081055,1,053
13,4.235960960388184,163.36297607421875,0.03304696083068848,25.305747985839844,153.52468872070312,0.3139212727546692,529.2042846679688,206.5064697265625,1.0,527.6796875,206.17091369628906,0.0003185570240020752,1,053
14,5.4384660720825195,162.1471405029297,0.07797849178314209,20.803199768066406,152.1322021484375,0.9998483657836914,529.98095703125,206.1673126220703,1.0,5.958947658538818,145.27987670898438,0.0008445084095001221,1,053
15,5.106171131134033,161.7006378173828,0.2203565239906311,21.540603637695312,150.69384765625,0.9999999403953552,529.4033813476562,205.924560546875,1.0,7.983802318572998,145.0972137451172,0.0007252097129821777,1,053
16,2.842134952545166,166.90335083007812,0.4817735254764557,12.5709867477417,151.55555725097656,0.0002555251121520996,529.7266235351562,206.16383361816406,1.0,528.3512573242188,206.05966186523438,0.00033465027809143066,1,053
