bodyparts_coords,fishhead_x,fishhead_y,fishhead_likelihood,fishtail_x,fishtail_y,fishtail_likelihood,redlight_x,redlight_y,redlight_likelihood,fooddrop_x,fooddrop_y,fooddrop_likelihood,fishnum,recordingnum
0,238.12123107910156,342.1878967285156,1.0,166.59039306640625,290.8726501464844,1.0,645.2972412109375,480.78228759765625,0.018253982067108154,236.10365295410156,350.5085754394531,0.00010058283805847168,1,027
1,241.76986694335938,345.2065734863281,1.0,175.9664764404297,287.8832092285156,1.0,645.5294799804688,481.05010986328125,0.01121741533279419,171.71609497070312,291.46209716796875,0.0002525150775909424,1,027
2,242.97039794921875,343.7429504394531,1.0,182.65013122558594,280.2777099609375,1.0,645.6921997070312,480.70233154296875,0.01199844479560852,245.5656280517578,351.2967834472656,7.444620132446289e-5,1,027
3,243.23635864257812,345.25341796875,1.0,183.44688415527344,278.0959167480469,1.0,645.7343139648438,480.9014892578125,0.011807113885879517,230.21832275390625,353.9609680175781,0.00014314055442810059,1,027
4,243.9658966064453,345.1454162597656,1.0,193.3409881591797,281.0802917480469,1.0,646.3970336914062,464.98602294921875,0.011771351099014282,246.32110595703125,351.83599853515625,9.804964065551758e-5,1,027
5,244.0159149169922,344.722412109375,1.0,197.36334228515625,280.5713806152344,1.0,645.6243286132812,480.8754577636719,0.013682335615158081,230.49407958984375,353.6771240234375,9.629130363464355e-5,1,027
6,244.0535430908203,345.5856628417969,1.0,197.48553466796875,277.6256408691406,1.0,646.3858032226562,464.6632385253906,0.012233614921569824,195.81503295898438,283.9095153808594,0.00033986568450927734,1,027
7,244.3455352783203,344.39410400390625,1.0,201.44210815429688,281.38201904296875,0.9999998211860657,529.5338134765625,206.90982055664062,1.0,528.5328369140625,207.8892364501953,0.00024521350860595703,1,027
8,245.0899200439453,344.92742919921875,1.0,197.76304626464844,276.11029052734375,1.0,530.6747436523438,206.58563232421875,1.0,246.49258422851562,351.5760192871094,0.00028583407402038574,1,027
9,252.23776245117188,350.0423583984375,0.9999997615814209,204.8878631591797,284.8970031738281,1.0,530.7132568359375,206.13739013671875,1.0,249.94761657714844,353.5894775390625,0.0005051493644714355,1,027
10,271.9189758300781,359.95831298828125,0.993340253829956,202.52444458007812,292.6470947265625,1.0,530.6591186523438,206.46084594726562,1.0,269.8021240234375,364.7377624511719,0.0003485381603240967,1,027
11,279.5697326660156,363.2297668457031,0.9995471835136414,218.0873565673828,302.099609375,0.9999997615814209,530.0941772460938,206.83782958984375,1.0,282.14794921875,365.44415283203125,0.0005280375480651855,1,027
12,299.44287109375,361.30810546875,0.9999998807907104,240.85353088378906,303.9323425292969,1.0,530.4270629882812,206.49957275390625,1.0,299.1392517089844,366.5899353027344,0.00038120150566101074,1,027
13,309.720947265625,365.72125244140625,0.5989392399787903,262.3798828125,316.6756286621094,1.0,530.7747802734375,206.1630096435547,1.0,313.340576171875,366.8348083496094,0.0003311336040496826,1,027
14,313.0950927734375,360.03411865234375,0.9992135763168335,268.7292785644531,315.18695068359375,1.0,530.9368896484375,206.6974334716797,1.0,529.0669555664062,207.59213256835938,0.0002639591693878174,1,027
15,317.1522216796875,362.5740966796875,0.99998939037323,273.6103820800781,310.69976806640625,1.0,530.988037109375,205.9381561279297,1.0,526.5994262695312,205.89854431152344,0.00027492642402648926,1,027
16,337.25146484375,357.4842834472656,0.0019612014293670654,278.5459899902344,306.6310119628906,1.0,530.1654663085938,206.86814880371094,1.0,526.1695556640625,203.35513305664062,0.00020989775657653809,1,027
