bodyparts_coords,fishhead_x,fishhead_y,fishhead_likelihood,fishtail_x,fishtail_y,fishtail_likelihood,redlight_x,redlight_y,redlight_likelihood,fooddrop_x,fooddrop_y,fooddrop_likelihood,fishnum,recordingnum
0,11.411334991455078,154.0100555419922,1.0,38.683372497558594,154.2603759765625,0.9999867081642151,42.01571273803711,154.90599060058594,2.0951032638549805e-5,36.311676025390625,152.5329132080078,3.331899642944336e-5,1,033
1,13.042856216430664,149.03326416015625,0.9999991655349731,39.876502990722656,154.25885009765625,0.0009737610816955566,5.9125189781188965,131.16183471679688,2.4974346160888672e-5,2.031710624694824,126.88726806640625,0.0004216134548187256,1,033
2,16.71906280517578,146.7472686767578,1.0,39.80158233642578,147.53492736816406,0.44816312193870544,7.5062174797058105,131.92532348632812,5.379319190979004e-5,3.014692544937134,126.84024810791016,0.00040343403816223145,1,033
3,16.82525634765625,150.4427947998047,0.9974371790885925,25.116958618164062,153.7688446044922,0.005425959825515747,647.7119750976562,29.682598114013672,1.8298625946044922e-5,3.7087132930755615,126.04348754882812,5.644559860229492e-5,1,033
4,17.947772979736328,154.15199279785156,0.9999939203262329,12.418834686279297,134.97695922851562,0.04112887382507324,647.848876953125,30.08401107788086,9.760260581970215e-5,4.9696831703186035,165.6109161376953,0.00017330050468444824,1,033
5,20.646835327148438,151.73681640625,0.9999998807907104,16.41783332824707,137.8105010986328,0.03396958112716675,24.15113067626953,153.51510620117188,6.949901580810547e-5,5.032945156097412,165.77984619140625,0.0002371370792388916,1,033
6,19.907201766967773,151.99574279785156,1.0,9.36949348449707,158.2595672607422,5.263090133666992e-5,23.770587921142578,154.95570373535156,9.632110595703125e-5,4.637951374053955,165.71994018554688,0.00038868188858032227,1,033
7,21.423086166381836,155.14276123046875,1.0,6.993372917175293,165.1558380126953,0.00027182698249816895,8.148347854614258,160.7778778076172,0.00014388561248779297,4.624124526977539,166.51055908203125,0.001236557960510254,1,033
8,24.892127990722656,166.19009399414062,0.0023794174194335938,8.688740730285645,164.6784210205078,4.884600639343262e-5,647.9990234375,250.23377990722656,1.138448715209961e-5,4.1285576820373535,169.30899047851562,2.047419548034668e-5,1,033
9,37.00212097167969,178.53311157226562,1.8477439880371094e-5,38.107147216796875,180.838134765625,0.00012674927711486816,38.323081970214844,179.50535583496094,6.812810897827148e-5,35.62114715576172,185.30108642578125,1.576542854309082e-5,1,033
