bodyparts_coords,fishhead_x,fishhead_y,fishhead_likelihood,fishtail_x,fishtail_y,fishtail_likelihood,redlight_x,redlight_y,redlight_likelihood,fooddrop_x,fooddrop_y,fooddrop_likelihood,fishnum,recordingnum
0,59.870887756347656,199.75953674316406,1.0,54.4245491027832,201.1965789794922,0.000637352466583252,66.02042388916016,202.9860076904297,0.0004322528839111328,53.74821472167969,209.4473876953125,6.350874900817871e-5,1,042
1,60.3828125,199.9125213623047,0.9999991655349731,43.071712493896484,202.82838439941406,0.2720484137535095,65.08049011230469,202.5957794189453,0.0001907646656036377,53.10017776489258,209.2695770263672,6.249547004699707e-5,1,042
2,65.8179702758789,199.54112243652344,0.9999995231628418,58.4900016784668,202.8912811279297,0.007743179798126221,66.94876098632812,201.48007202148438,0.0003364086151123047,54.450164794921875,207.97061157226562,5.0008296966552734e-5,1,042
3,67.4721450805664,196.28929138183594,0.9999949932098389,69.03404998779297,199.302490234375,0.007296621799468994,71.12932586669922,195.75662231445312,0.00023442506790161133,69.16912841796875,204.62261962890625,1.8596649169921875e-5,1,042
4,63.89786148071289,199.10804748535156,0.9999992847442627,70.79438781738281,197.4171600341797,0.06748327612876892,68.60342407226562,196.57904052734375,0.00032013654708862305,54.254676818847656,208.1479034423828,6.490945816040039e-5,1,042
5,63.4189338684082,199.15505981445312,0.99998939037323,71.71258544921875,197.22080993652344,0.4884815216064453,68.92921447753906,196.46510314941406,0.0002346634864807129,56.09103775024414,208.01947021484375,3.847479820251465e-5,1,042
6,62.78329849243164,199.33181762695312,0.9999997019767761,73.14811706542969,196.2996368408203,0.9368643760681152,69.06615447998047,194.71730041503906,0.00027117133140563965,55.31241989135742,208.2636260986328,4.166364669799805e-5,1,042
7,67.0804214477539,198.83961486816406,0.9999591112136841,71.57461547851562,195.4366912841797,0.7804138660430908,70.6634292602539,194.41549682617188,0.00021192431449890137,68.4249038696289,204.44052124023438,4.0084123611450195e-5,1,042
8,66.5763168334961,198.12034606933594,0.9990890026092529,71.9931640625,194.99493408203125,0.8239782452583313,71.19839477539062,195.17312622070312,0.00010821223258972168,62.29533386230469,192.4183349609375,1.8477439880371094e-5,1,042
9,65.58426666259766,201.98916625976562,0.9999998211860657,57.8520622253418,204.74325561523438,0.0005340576171875,69.76739501953125,202.77735900878906,0.00015273690223693848,71.16582489013672,207.72225952148438,8.994340896606445e-5,1,042
10,63.711952209472656,200.2376251220703,0.3643198609352112,67.88407135009766,202.14744567871094,0.0077353715896606445,70.99901580810547,201.49183654785156,7.11977481842041e-5,70.73413848876953,205.70970153808594,9.834766387939453e-5,1,042
11,81.6509780883789,205.9363250732422,0.9997458457946777,82.7447738647461,206.77500915527344,0.5378183722496033,85.061767578125,205.6197509765625,0.00024250149726867676,78.87353515625,207.68894958496094,0.00020256638526916504,1,042
12,86.84706115722656,208.7657470703125,0.9999999403953552,86.61454010009766,210.99392700195312,0.000734478235244751,87.77825164794922,208.36488342285156,7.364153861999512e-5,75.12594604492188,214.61927795410156,2.60770320892334e-5,1,042
13,95.30616760253906,210.02557373046875,0.9999995231628418,52.62744140625,204.20474243164062,0.0075473785400390625,98.67117309570312,209.19129943847656,0.00013700127601623535,89.3704833984375,212.86219787597656,0.00010961294174194336,1,042
14,99.7606201171875,213.30296325683594,1.0,51.512672424316406,203.9014434814453,0.9999781250953674,98.57596588134766,213.9378204345703,3.549456596374512e-5,48.98011779785156,208.25042724609375,3.4928321838378906e-5,1,042
15,102.96930694580078,216.27398681640625,1.0,51.353878021240234,203.143798828125,0.9999936819076538,107.953857421875,215.50509643554688,8.705258369445801e-5,47.43709182739258,207.44337463378906,4.51207160949707e-5,1,042
16,109.4931411743164,216.97918701171875,0.9999998807907104,53.549076080322266,200.81759643554688,0.9998157024383545,112.9056396484375,219.97349548339844,0.00012120604515075684,107.01925659179688,222.34523010253906,3.30507755279541e-5,1,042
17,113.22891998291016,217.9301300048828,1.0,55.0560188293457,199.9601593017578,0.9999983310699463,115.7491683959961,219.86111450195312,0.0001232624053955078,118.28923797607422,225.37527465820312,2.7805566787719727e-5,1,042
18,115.03031921386719,221.50901794433594,1.0,57.28650665283203,201.4663848876953,1.0,117.84276580810547,221.69984436035156,0.00013390183448791504,118.74368286132812,227.04856872558594,0.00011673569679260254,1,042
19,116.18624877929688,223.1328125,1.0,62.12248992919922,204.7072296142578,0.9999997019767761,113.71366119384766,224.78097534179688,0.00020685791969299316,61.30765914916992,209.6160888671875,0.0002033710479736328,1,042
