bodyparts_coords,fishhead_x,fishhead_y,fishhead_likelihood,fishtail_x,fishtail_y,fishtail_likelihood,redlight_x,redlight_y,redlight_likelihood,fooddrop_x,fooddrop_y,fooddrop_likelihood,fishnum,recordingnum
0,121.8038558959961,332.3208923339844,0.00035578012466430664,118.97376251220703,335.1128234863281,1.0,124.49333190917969,334.0133361816406,7.364153861999512e-5,124.19298553466797,337.49652099609375,9.313225746154785e-5,1,015
1,130.17462158203125,341.2176818847656,0.003045797348022461,124.91128540039062,337.5216979980469,1.0,130.70135498046875,338.1538391113281,0.0001862645149230957,126.94544982910156,341.0711669921875,0.0008549094200134277,1,015
2,181.30117797851562,354.6339111328125,0.9984580874443054,129.6358642578125,341.482421875,1.0,133.99537658691406,341.41162109375,0.00010815262794494629,128.74241638183594,348.9493713378906,0.0004500746726989746,1,015
3,183.0150146484375,354.07666015625,0.1613783836364746,131.1657257080078,341.81451416015625,1.0,135.36685180664062,341.7677307128906,0.00013053417205810547,129.6497802734375,348.62933349609375,0.00040215253829956055,1,015
4,190.17364501953125,353.8577880859375,0.013118356466293335,135.04701232910156,342.3985900878906,1.0,138.71340942382812,344.9759521484375,7.998943328857422e-5,139.73477172851562,345.8847961425781,0.00012940168380737305,1,015
5,144.98043823242188,341.3818664550781,0.0038758814334869385,140.7390899658203,343.1850280761719,1.0,140.52450561523438,346.2841796875,7.212162017822266e-5,141.5758819580078,350.7847900390625,0.000338822603225708,1,015
6,196.95880126953125,353.6326599121094,0.9723402857780457,143.80465698242188,345.131103515625,1.0,149.72744750976562,344.33001708984375,9.542703628540039e-5,142.39889526367188,350.8150329589844,0.0014066696166992188,1,015
7,198.7853546142578,347.3802795410156,0.9999958276748657,145.31112670898438,342.63238525390625,1.0,150.32301330566406,342.3631896972656,0.00011870265007019043,144.06761169433594,349.47406005859375,0.00011938810348510742,1,015
8,196.74488830566406,350.63458251953125,0.8578119277954102,146.86964416503906,340.2393798828125,1.0,151.75595092773438,340.6240539550781,5.9932470321655273e-5,145.94375610351562,347.5395812988281,6.553530693054199e-5,1,015
9,198.52047729492188,346.39154052734375,1.0,148.26600646972656,338.4790344238281,1.0,200.86407470703125,348.57037353515625,5.1349401473999023e-5,146.26071166992188,337.8998718261719,7.924437522888184e-5,1,015
10,198.27903747558594,349.14031982421875,0.9999493360519409,152.27598571777344,337.1632080078125,0.9999894499778748,650.4567260742188,221.6318817138672,6.55055046081543e-5,197.18907165527344,339.3412170410156,3.102421760559082e-5,1,015
11,199.35488891601562,346.1226501464844,0.9999885559082031,150.37721252441406,333.7499694824219,0.9999999403953552,154.56459045410156,331.1910095214844,6.693601608276367e-5,148.34841918945312,334.01800537109375,0.00022685527801513672,1,015
12,198.3863525390625,347.28289794921875,0.9995036125183105,151.75222778320312,330.97845458984375,1.0,154.5645751953125,330.28717041015625,0.00020366907119750977,148.39566040039062,329.1816711425781,0.00022599101066589355,1,015
13,198.58778381347656,346.1600341796875,0.9996703267097473,151.63011169433594,328.5972595214844,0.9999998211860657,155.6880645751953,329.26654052734375,8.806586265563965e-5,157.35443115234375,333.60418701171875,0.0001138448715209961,1,015
14,198.19244384765625,349.87579345703125,0.6316633224487305,152.7628173828125,328.0586242675781,0.9999998211860657,156.53839111328125,328.4581604003906,6.833672523498535e-5,158.1378936767578,333.6597595214844,0.00011867284774780273,1,015
15,197.6640167236328,349.0709533691406,0.08694535493850708,150.74595642089844,323.2751159667969,0.9999999403953552,149.7935333251953,324.754150390625,4.684925079345703e-5,148.9777374267578,324.0454406738281,0.00019568204879760742,1,015
16,198.79345703125,348.0721740722656,0.8509982824325562,152.7022247314453,324.7593688964844,0.9999988079071045,151.33187866210938,325.83221435546875,4.13060188293457e-5,149.0858154296875,325.9357604980469,0.0001575946807861328,1,015
17,198.8621826171875,348.5973205566406,0.6433554887771606,151.315185546875,323.1606750488281,1.0,153.45632934570312,324.02587890625,4.920363426208496e-5,148.39671325683594,323.2926025390625,0.00012069940567016602,1,015
