bodyparts_coords,fishhead_x,fishhead_y,fishhead_likelihood,fishtail_x,fishtail_y,fishtail_likelihood,redlight_x,redlight_y,redlight_likelihood,fooddrop_x,fooddrop_y,fooddrop_likelihood,fishnum,recordingnum
0,366.0172119140625,312.99359130859375,0.9999974966049194,421.7049560546875,289.8990478515625,1.0,364.4189758300781,311.57293701171875,6.0230493545532227e-5,420.2935791015625,290.780029296875,0.0002873539924621582,1,008
1,366.14056396484375,314.2305603027344,0.9999991655349731,329.8652038574219,292.2877197265625,1.0,367.2640380859375,316.90863037109375,5.924701690673828e-5,335.1515808105469,295.16094970703125,0.000603020191192627,1,008
2,364.3713684082031,316.2752990722656,0.9999896287918091,420.027587890625,287.9432678222656,1.0,360.8729248046875,315.9725341796875,0.00011536478996276855,359.96484375,322.46002197265625,0.0002964437007904053,1,008
3,365.279541015625,317.6977233886719,0.9999858140945435,419.9964599609375,288.21527099609375,1.0,361.2134094238281,316.57647705078125,0.0001665353775024414,359.67327880859375,322.5785827636719,0.0008427202701568604,1,008
4,381.04571533203125,317.62957763671875,0.5615833401679993,418.6431579589844,287.6485595703125,1.0,340.7784118652344,293.36834716796875,0.00020071864128112793,336.3776550292969,292.546875,0.001849055290222168,1,008
5,377.3625183105469,316.7211608886719,0.9910904169082642,417.3202209472656,288.42022705078125,1.0,340.4788513183594,291.9936218261719,7.322430610656738e-5,335.78857421875,290.1812744140625,0.0002785325050354004,1,008
6,371.7825012207031,317.9759521484375,0.9976145625114441,334.55108642578125,288.786865234375,0.9999997615814209,340.03363037109375,291.34716796875,0.000287860631942749,336.0541687011719,289.2838134765625,0.00021377205848693848,1,008
7,371.3567810058594,316.69268798828125,0.9999287724494934,418.1683654785156,285.5896301269531,0.9999999403953552,340.1981506347656,290.99993896484375,0.0003580451011657715,333.9754333496094,292.659912109375,0.0005366206169128418,1,008
8,373.4866943359375,317.1675720214844,0.9999814033508301,418.3789978027344,285.5043640136719,1.0,340.0063171386719,292.0450134277344,0.0001513659954071045,335.53070068359375,290.44830322265625,0.00026735663414001465,1,008
9,368.79364013671875,317.76446533203125,0.8156253099441528,335.93231201171875,290.5576171875,1.0,339.4687194824219,291.2862548828125,0.00014835596084594727,333.7199401855469,293.18505859375,0.0006663203239440918,1,008
10,372.5964050292969,318.0241394042969,0.9693982601165771,418.6297607421875,286.3499755859375,0.9999991655349731,340.1416931152344,290.880126953125,0.00030678510665893555,336.118408203125,289.27227783203125,0.00029847025871276855,1,008
11,363.6922607421875,319.7915954589844,0.9447190165519714,336.010009765625,289.9662780761719,0.9999998807907104,340.3814697265625,291.7847900390625,0.0001964271068572998,332.03515625,293.7890930175781,0.00032788515090942383,1,008
12,370.3857727050781,318.4042053222656,0.896257221698761,334.9700012207031,291.8808898925781,1.0,339.90008544921875,292.5168762207031,0.00019222497940063477,333.6411437988281,292.68048095703125,0.0006299316883087158,1,008
13,370.7754821777344,316.9076843261719,0.7475473880767822,417.02789306640625,289.3253479003906,0.9999986290931702,341.0850524902344,293.23236083984375,0.00015878677368164062,334.2042541503906,293.1068420410156,0.000514984130859375,1,008
14,374.6711120605469,317.13311767578125,0.8030471205711365,418.41259765625,288.2472229003906,1.0,340.042724609375,291.72662353515625,0.00019043684005737305,335.0357666015625,292.13134765625,0.0013445019721984863,1,008
15,372.6676330566406,318.4523620605469,0.8408653736114502,418.69232177734375,287.41094970703125,1.0,338.8050842285156,291.09423828125,0.0002084672451019287,333.6767272949219,292.0543518066406,0.0011501908302307129,1,008
16,372.4774169921875,318.3115234375,0.957390546798706,419.2083740234375,288.49737548828125,1.0,339.7139892578125,292.4421691894531,0.00011837482452392578,334.4539794921875,292.8925476074219,0.0004929900169372559,1,008
17,380.77252197265625,316.1248474121094,0.999955952167511,332.6380615234375,293.4548645019531,1.0,380.470458984375,318.4287109375,0.00019240379333496094,332.2592468261719,293.7143859863281,0.00030678510665893555,1,008
18,372.0091857910156,317.86138916015625,0.9999057054519653,418.9972839355469,288.3969421386719,1.0,378.92822265625,318.6127624511719,0.00028440356254577637,334.0538635253906,293.88458251953125,0.0006750524044036865,1,008
19,385.3503723144531,321.4434814453125,0.9999999403953552,415.3396301269531,292.9245300292969,1.0,385.9435119628906,321.71240234375,0.00028312206268310547,336.9139404296875,305.6273193359375,0.0003737211227416992,1,008
20,355.822509765625,331.0376281738281,1.0,329.2586364746094,292.30859375,1.0,356.4880676269531,327.4945983886719,0.0004495978355407715,346.4574279785156,322.6006774902344,0.0005567967891693115,1,008
21,393.60980224609375,333.6356201171875,0.9999998807907104,334.0865173339844,290.0627746582031,0.999997615814209,353.0848693847656,334.94696044921875,0.0019359886646270752,335.1993713378906,290.45770263671875,0.0012184679508209229,1,008
22,352.2647399902344,333.6519775390625,0.9999998807907104,406.3038024902344,280.6626281738281,0.05776780843734741,352.9738464355469,334.36407470703125,0.0018493235111236572,352.64373779296875,323.47686767578125,0.0008425116539001465,1,008
23,390.7855529785156,332.8223571777344,1.0,405.7856750488281,284.0447998046875,1.0,355.9551696777344,332.8997802734375,0.0016928613185882568,348.2373352050781,338.720947265625,0.0003822147846221924,1,008
24,391.302978515625,332.64483642578125,1.0,406.5574645996094,288.51580810546875,0.999998927116394,354.2789306640625,332.46258544921875,0.003673762083053589,353.3721008300781,337.40386962890625,0.00026741623878479004,1,008
25,390.9159240722656,332.4119873046875,1.0,402.7659912109375,287.183349609375,0.9999834895133972,354.1966857910156,332.54217529296875,0.0015265941619873047,347.2381286621094,322.5809631347656,0.00024127960205078125,1,008
26,390.7577819824219,331.56683349609375,1.0,402.2774353027344,287.1362609863281,0.9999925494194031,528.846435546875,207.68800354003906,1.0,526.84814453125,206.10440063476562,0.0003286898136138916,1,008
27,390.5872497558594,331.1081848144531,1.0,403.6349792480469,289.0519104003906,0.9999997615814209,528.54150390625,205.9539794921875,1.0,346.1671142578125,322.0284118652344,0.0005617141723632812,1,008
28,390.7890930175781,330.6703186035156,1.0,402.61614990234375,289.5361633300781,1.0,528.1956176757812,206.9178009033203,1.0,345.56231689453125,321.678466796875,0.0009365677833557129,1,008
29,390.5520324707031,332.32373046875,1.0,404.4722900390625,289.3307800292969,1.0,528.12109375,206.40049743652344,1.0,526.8485107421875,207.3661346435547,0.0003999769687652588,1,008
